보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태
대명1동332,1,대구광역시 남구 장전4길 42-1,대구광역시 남구 대명동 1666-2,35.84236559,128.5776699,2016.0,한전주
대명1동333,1,대구광역시 남구 현충로25길 7-5,대구광역시 남구 대명동 1677-7,35.84374741,128.5795152,2017.0,건축물
대명1동334,1,대구광역시 남구 장전4길 20-3,대구광역시 남구 대명동 1659-14,35.84227834,128.5763534,2017.0,건축물
대명1동335,1,대구광역시 남구 현충로23길 20,대구광역시 남구 대명동 1671-5,35.84302494,128.5788101,2016.0,한전주
대명1동336,1,대구광역시 남구 현충로25길 42-16,대구광역시 남구 대명동 1220-10,35.8445186,128.5778631,2017.0,건축물
대명1동337,1,대구광역시 남구 현충로27길 9-4,대구광역시 남구 대명동 1716-17,35.84480317,128.5792686,2017.0,건축물
대명1동338,1,대구광역시 남구 현충서길 14,대구광역시 남구 대명동 1716-20,35.8447054,128.5783313,2018.0,한전주
대명1동339,1,대구광역시 남구 장전3길 104-4,대구광역시 남구 대명동 794-17,35.84094325,128.5778321,2017.0,건축물
대명1동340,1,대구광역시 남구 장전4길 42-4,대구광역시 남구 대명동 1666-26,35.84226312,128.5775129,2017.0,건축물
대명1동341,1,대구광역시 남구 현충로29길 22-6,대구광역시 남구 대명동 1721-14,35.8462109,128.5788346,2017.0,건축물
대명1동342,1,대구광역시 남구 장전2길 95,대구광역시 남구 대명동 1670-3,35.84361031,128.5784073,2017.0,한전주
대명1동343,1,대구광역시 남구 장전1길 52-6,대구광역시 남구 대명동 1653-34,35.84133728,128.5744488,2018.0,건축물
대명1동344,1,대구광역시 남구 현충로19길 109-3,대구광역시 남구 대명동 1656-24,35.84272574,128.5744099,2016.0,한전주
대명1동345,1,대구광역시 남구 대경길 144-8,대구광역시 남구 대명동 1221-113,35.84479247,128.5737468,2016.0,건축물
대명1동346,1,대구광역시 남구 장전1길 17-3,대구광역시 남구 대명동 1655-58,35.84273441,128.5732003,2016.0,한전주
대명1동347,1,대구광역시 남구 장전3길 80-6,대구광역시 남구 대명동 802-4,35.84064728,128.5764893,2016.0,건축물
대명1동348,1,대구광역시 남구 장전1길 10-4,대구광역시 남구 대명동 1650-5,35.84264889,128.5725578,2017.0,건축물
대명1동349,1,대구광역시 남구 장전1길 217-6,대구광역시 남구 대명동 1672-10,35.8435134,128.5789805,2017.0,건축물
대명1동350,1,대구광역시 남구 장전3길 16,대구광역시 남구 대명동 1655-2,35.84257762,128.5738713,2016.0,한전주
대명1동351,1,대구광역시 남구 장전3길 36,대구광역시 남구 대명동 1654-4,35.84197269,128.5746473,2016.0,한전주
대명1동352,1,대구광역시 남구 두류공원로16길 17-10,대구광역시 남구 대명동 1221-27,35.84411395,128.5713339,2017.0,건축물
대명1동353,1,대구광역시 남구 현충로25길 26-10,대구광역시 남구 대명동 1716-22,35.84462799,128.5786214,2017.0,건축물
대명1동354,1,대구광역시 남구 현충로25길 26-8,대구광역시 남구 대명동 1715-40,35.8445129,128.5786064,2016.0,한전주
대명1동355,1,대구광역시 남구 대경4길 23-2,대구광역시 남구 대명동 1221-22,35.84439197,128.571574,2017.0,건축물
대명1동356,1,대구광역시 남구 장전3길 85,대구광역시 남구 대명동 800-1,35.84087309,128.5769116,2016.0,한전주
대명1동357,1,대구광역시 남구 현충로23길 52-9,대구광역시 남구 대명동 1664-35,35.8433087,128.5769448,2016.0,건축물
대명1동358,1,대구광역시 남구 대경4길 14-3,대구광역시 남구 대명동 1222-7,35.84488946,128.571845,2016.0,건축물
대명1동359,1,대구광역시 남구 두류공원로18길 34,대구광역시 남구 대명동 1222-24,35.844931,128.5714253,2016.0,한전주
대명1동360,1,대구광역시 남구 대경4길 26-4,대구광역시 남구 대명동 1222-6,35.84464271,128.5714196,2016.0,건축물
대명1동361,1,대구광역시 남구 두류공원로16길 76,대구광역시 남구 대명동 629-28,35.84451947,128.5739495,2016.0,건축물
대명1동362,1,대구광역시 남구 현충로23길 72-4,대구광역시 남구 대명동 1662-67,35.84315873,128.5760122,2016.0,건축물
대명1동363,1,대구광역시 남구 장전4길 20-2,대구광역시 남구 대명동 1659-20,35.8423974,128.5762219,2016.0,건축물
대명1동364,1,대구광역시 남구 장전5길 2-1,대구광역시 남구 대명동 1667-9,35.84171176,128.5766786,2016.0,건축물
대명1동365,1,대구광역시 남구 두류공원로16길 25-3,대구광역시 남구 대명동 1221-126,35.84409658,128.5715593,2016.0,건축물
대명1동366,1,대구광역시 남구 장전1길 218-1,대구광역시 남구 대명동 1677-15,35.84362675,128.5793506,2016.0,한전주
대명1동367,1,대구광역시 남구 대경4길 13,대구광역시 남구 대명동 1221-91,35.84467401,128.5720577,2016.0,건축물
대명1동368,1,대구광역시 남구 두류공원로18길 7-2,대구광역시 남구 대명동 3044-64,35.8444081,128.5702099,2016.0,한전주
대명1동369,1,대구광역시 남구 현충로23길 6,대구광역시 남구 대명동 1678-7,35.84299139,128.5796966,2016.0,한전주
대명1동370,1,대구광역시 남구 현충로23길 17,대구광역시 남구 대명동 1673-1,35.8428186,128.5788565,2016.0,건축물
대명1동371,1,대구광역시 남구 현충로23길 50,대구광역시 남구 대명동 1664-13,35.84303616,128.5771121,2016.0,한전주
대명1동372,1,대구광역시 남구 현충로19길 72,대구광역시 남구 대명동 1659-40,35.84197964,128.576042,2016.0,건축물
대명1동373,1,대구광역시 남구 장전1길 104-5,대구광역시 남구 대명동 780-10,35.83967168,128.5766692,2016.0,건축물
대명1동374,1,대구광역시 남구 장전3길 152-3,대구광역시 남구 대명동 1669-5,35.84332411,128.5782423,2016.0,건축물
대명1동375,1,대구광역시 남구 현충로19길 54-2,대구광역시 남구 대명동 1667-22,35.84158923,128.5769506,2016.0,한전주
대명1동376,1,대구광역시 남구 장전1길 104-22,대구광역시 남구 대명동 805-5,35.84006197,128.5760439,2017.0,건축물
대명1동377,1,대구광역시 남구 두류공원로16길 17-35,대구광역시 남구 대명동 1223-24,35.84435327,128.5706745,2016.0,건축물
대명1동378,1,대구광역시 남구 장전5길 15,대구광역시 남구 대명동 1659-1,35.84222237,128.576516,2017.0,한전주
대명1동379,1,대구광역시 남구 현충로31길 19-3,대구광역시 남구 대명동 1722-57,35.84663127,128.5792066,2016.0,건축물
대명1동380,1,대구광역시 남구 장전1길 194-3,대구광역시 남구 대명동 1675-12,35.84250426,128.5794612,2016.0,건축물
대명1동381,1,대구광역시 남구 현충로19길 43,대구광역시 남구 대명동 797-65,35.8412884,128.5774249,2017.0,건축물
대명1동382,1,대구광역시 남구 장전5길 42-14,대구광역시 남구 대명동 1664-5,35.84331893,128.5772638,2016.0,건축물
대명1동383,1,대구광역시 남구 두류공원로 40,대구광역시 남구 대명동 1651-29,35.8418002,128.5731076,2016.0,한전주
대명1동384,1,대구광역시 남구 현충로23길 52-9,대구광역시 남구 대명동 1664-35,35.8433087,128.5769448,2016.0,한전주
대명1동385,1,대구광역시 남구 장전2길 36-2,대구광역시 남구 대명동 790-13,35.84081945,128.578476,2016.0,한전주
대명1동386,1,대구광역시 남구 현충로19길 113-1,대구광역시 남구 대명동 1655-23,35.84293614,128.5743084,2016.0,한전주
대명1동387,1,대구광역시 남구 두류공원로12길 25-27,대구광역시 남구 대명동 642-10,35.84350623,128.5728758,2016.0,한전주
대명1동388,1,대구광역시 남구 현충로29길 49-4,대구광역시 남구 대명동 1220-96,35.8456927,128.577116,2016.0,건축물
대명1동389,1,대구광역시 남구 대경4길 1,대구광역시 남구 대명동 1221-54,35.84500632,128.5725557,2016.0,한전주
대명1동390,1,대구광역시 남구 두류공원로12길 57-3,대구광역시 남구 대명동 642-60,35.84340549,128.5742374,2016.0,건축물
대명1동391,1,대구광역시 남구 장전2길 16-8,대구광역시 남구 대명동 792-24,35.84013173,128.5776113,2017.0,한전주
대명1동392,1,대구광역시 남구 장전3길 84-6,대구광역시 남구 대명동 802-15,35.84048593,128.5767074,2017.0,한전주
대명1동393,1,대구광역시 남구 현충로31길 9-3,대구광역시 남구 대명동 1722-5,35.84663766,128.5795432,2017.0,한전주
대명1동394,1,대구광역시 남구 현충로23길 46-3,대구광역시 남구 대명동 1664-15,35.8432279,128.5772656,2017.0,건축물
대명1동399,1,대구광역시 남구 장전2길 10-1,대구광역시 남구 대명동 792-4,35.8402387,128.5773788,2017.0,건축물
대명2동1,1,대구광역시 남구 현충로40길 50,대구광역시 남구 대명동 1835-3,35.8491574,128.5836433,2016.0,한전주
대명2동2,1,대구광역시 남구 현충로40길 50,대구광역시 남구 대명동 1835-3,35.8491574,128.5836433,2016.0,한전주
대명2동3,2,대구광역시 남구 현충로40길 64-2,대구광역시 남구 대명동 1833-11,35.8497047,128.5845493,2016.0,한전주
대명2동4,1,대구광역시 남구 현충로40길 62-10,대구광역시 남구 대명동 1834-8,35.8492714,128.5845149,2017.0,한전주
대명2동5,1,대구광역시 남구 현충로40길 64-10,대구광역시 남구 대명동 1833-15,35.84935706,128.5846267,2017.0,한전주
대명2동6,1,대구광역시 남구 중앙대로42길 71-3,대구광역시 남구 대명동 2014-273,35.85177972,128.5946768,2016.0,건축물
대명2동7,1,대구광역시 남구 현충로40길 72-10,대구광역시 남구 대명동 1833-5,35.84940418,128.5848946,2016.0,한전주
대명2동8,1,대구광역시 남구 현충로40길 72-9,대구광역시 남구 대명동 1839,35.84942625,128.5851195,2016.0,건축물
대명2동9,1,대구광역시 남구 현충로40길 72-3,대구광역시 남구 대명동 1840-7,35.84968293,128.5850626,2017.0,건축물
대명2동10,1,대구광역시 남구 현충로40길 64-2,대구광역시 남구 대명동 1833-11,35.8497047,128.5845493,2017.0,건축물
대명2동11,2,대구광역시 남구 현충로40길 76,대구광역시 남구 대명동 1840-6,35.8498463,128.5852474,2016.0,한전주
대명2동12,1,대구광역시 남구 삼각지1길 45,대구광역시 남구 대명동 1840-26,35.84969051,128.5855808,2016.0,한전주
대명2동13,1,대구광역시 남구 삼각지1길 39,대구광역시 남구 대명동 1840-29,35.84943041,128.5856367,2016.0,건축물
대명2동14,1,대구광역시 남구 삼각지1길 34,대구광역시 남구 대명동 1840-38,35.84917913,128.5858185,2016.0,한전주
대명2동15,1,대구광역시 남구 삼각지1길 27,대구광역시 남구 대명동 1840-33,35.84891456,128.5856539,2016.0,한전주
대명2동16,1,대구광역시 남구 삼각지1길 18-1,대구광역시 남구 대명동 1840-82,35.8489058,128.5859634,2016.0,한전주
대명2동17,1,대구광역시 남구 삼각지1길 14,대구광역시 남구 대명동 1840-80,35.84901047,128.5863066,2016.0,한전주
대명2동18,1,대구광역시 남구 장천2길 2,대구광역시 남구 대명동 1849-33,35.84912554,128.586594,2016.0,한전주
대명2동19,1,대구광역시 남구 장천1길 16,대구광역시 남구 대명동 1849-10,35.84958597,128.5861277,2017.0,건축물
대명2동20,1,대구광역시 남구 장천1길 14,대구광역시 남구 대명동 1849-3,35.8495046,128.5862214,2016.0,한전주
대명2동21,1,대구광역시 남구 장천1길 6,대구광역시 남구 대명동 1849-18,35.8492003,128.5863364,2016.0,한전주
대명2동22,1,대구광역시 남구 중앙대로31길 87-9,대구광역시 남구 대명동 1850,35.84951711,128.5867019,2017.0,건축물
대명2동23,1,대구광역시 남구 장천2길 10-10,대구광역시 남구 대명동 1849-38,35.84933408,128.5866407,2017.0,건축물
대명2동24,1,대구광역시 남구 장천2길 7,대구광역시 남구 대명동 1849-15,35.8492994,128.5863567,2017.0,건축물
대명2동25,1,대구광역시 남구 장천2길 16-2,대구광역시 남구 대명동 1847-30,35.84963681,128.5863722,2017.0,건축물
대명2동26,1,대구광역시 남구 장천2길 21,대구광역시 남구 대명동 1849-6,35.84986107,128.5860402,2017.0,건축물
대명2동27,1,대구광역시 남구 현충로46길 61-3,대구광역시 남구 대명동 1904-9,35.85085427,128.5853472,2017.0,건축물
대명2동28,1,대구광역시 남구 장천1길 20,대구광역시 남구 대명동 1849-7,35.84977371,128.5861049,2016.0,한전주
대명2동29,1,대구광역시 남구 삼각지1길 18-7,대구광역시 남구 대명동 1840-74,35.8491625,128.5859563,2017.0,건축물
대명2동30,1,대구광역시 남구 삼각지1길 18-3,대구광역시 남구 대명동 1840-76,35.84899678,128.5859787,2017.0,건축물
대명2동31,1,대구광역시 남구 장천1길 15,대구광역시 남구 대명동 1840-16,35.84955529,128.5859943,2017.0,건축물
대명2동32,1,대구광역시 남구 중앙대로31길 87-21,대구광역시 남구 대명동 1847-11,35.8499994,128.5864061,2017.0,건축물
대명2동33,1,대구광역시 남구 중앙대로31길 87-18,대구광역시 남구 대명동 1847-15,35.84987161,128.5866071,2016.0,한전주
대명2동34,1,대구광역시 남구 중앙대로31길 87-13,대구광역시 남구 대명동 1847-18,35.8496347,128.5865316,2016.0,한전주
대명2동35,1,대구광역시 남구 중앙대로31길 87-12,대구광역시 남구 대명동 1847-17,35.8497017,128.5866519,2017.0,건축물
대명2동36,1,대구광역시 남구 현충로40길 101,대구광역시 남구 대명동 1900-30,35.8502995,128.5866048,2016.0,한전주
대명2동37,1,대구광역시 남구 장천2길 10-14,대구광역시 남구 대명동 1849-37,35.84916017,128.5867081,2017.0,건축물
대명2동38,1,대구광역시 남구 삼각지4길 1,대구광역시 남구 대명동 1914-24,35.849796,128.5833939,2016.0,한전주
대명2동39,1,대구광역시 남구 현충로42길 50-2,대구광역시 남구 대명동 1910-3,35.85027538,128.5841446,2016.0,한전주
대명2동40,1,대구광역시 남구 현충로42길 50-6,대구광역시 남구 대명동 1910-8,35.8500716,128.5840166,2016.0,한전주
대명2동41,1,대구광역시 남구 현충로40길 45,대구광역시 남구 대명동 1910-6,35.84972846,128.5838252,2016.0,한전주
대명2동42,1,대구광역시 남구 삼각지3길 10-1,대구광역시 남구 대명동 1903-12,35.85007691,128.5847074,2016.0,한전주
대명2동43,1,대구광역시 남구 현충로46길 48,대구광역시 남구 대명동 1911-7,35.85092953,128.5845606,2016.0,한전주
대명2동44,2,대구광역시 남구 현충로42길 49-7,대구광역시 남구 대명동 1911-39,35.85065781,128.5844133,2016.0,한전주
대명2동45,1,대구광역시 남구 삼각지4길 42,대구광역시 남구 대명동 1907-3,35.85138614,128.5846493,2016.0,한전주
대명2동46,1,대구광역시 남구 현충로46길 49,대구광역시 남구 대명동 1907-8,35.85102769,128.5847706,2016.0,한전주
대명2동47,1,대구광역시 남구 현충로46길 51-2,대구광역시 남구 대명동 1907-19,35.85096444,128.5849199,2016.0,한전주
대명2동48,1,대구광역시 남구 공원,대구광역시 남구 대명동 17-96,35.84904087,128.5908232,2017.0,전용주
대명2동49,1,대구광역시 남구 명덕로40길 58,대구광역시 남구 대명동 1792-48,35.8542616,128.5897705,2016.0,한전주
대명2동50,1,대구광역시 남구 명덕로40길 18,대구광역시 남구 대명동 1800-10,35.85605098,128.5897943,2016.0,한전주
대명2동51,2,대구광역시 남구 삼각지3길 37-8,대구광역시 남구 대명동 1906-20,35.85150086,128.5849521,2016.0,한전주
대명2동52,1,대구광역시 남구 삼각지3길 38,대구광역시 남구 대명동 1905-11,35.8511993,128.5854341,2016.0,한전주
대명2동53,1,대구광역시 남구 삼각지3길 38,대구광역시 남구 대명동 1905-11,35.8511993,128.5854341,2016.0,한전주
대명2동54,1,대구광역시 남구 삼각지3길 30,대구광역시 남구 대명동 1904-7,35.85083824,128.585206,2016.0,한전주
대명2동55,1,대구광역시 남구 삼각지3길 22,대구광역시 남구 대명동 1903-25,35.85050904,128.5850127,2016.0,한전주
대명2동56,1,대구광역시 남구 현충로46길 64-16,대구광역시 남구 대명동 1903-10,35.84998431,128.584896,2016.0,한전주
대명2동57,1,대구광역시 남구 현충로46길 64-12,대구광역시 남구 대명동 1903-30,35.85017419,128.5849839,2016.0,한전주
대명2동58,1,대구광역시 남구 현충로46길 65-1,대구광역시 남구 대명동 1904-18,35.85064705,128.5854803,2016.0,한전주
대명2동59,1,대구광역시 남구 현충로40길 77,대구광역시 남구 대명동 1902-20,35.85001828,128.5853261,2016.0,한전주
대명2동60,1,대구광역시 남구 삼각지2길 2,대구광역시 남구 대명동 1901-7,35.85006174,128.5855838,2016.0,한전주
대명2동61,1,대구광역시 남구 삼각지2길 2,대구광역시 남구 대명동 1901-7,35.85006174,128.5855838,2016.0,한전주
대명2동62,1,대구광역시 남구 삼각지2길 8-1,대구광역시 남구 대명동 1901-2,35.85026139,128.5857515,2016.0,한전주
대명2동63,1,대구광역시 남구 중앙대로31길 151,대구광역시 남구 대명동 1905-7,35.85144991,128.5855538,2016.0,한전주
대명2동64,1,대구광역시 남구 삼각지3길 38-15,대구광역시 남구 대명동 1905-40,35.851085,128.5856174,2016.0,한전주
대명2동65,1,대구광역시 남구 중앙대로31길 131,대구광역시 남구 대명동 1900-5,35.8510015,128.586209,2016.0,한전주
대명2동66,1,대구광역시 남구 현충로40길 64-6,대구광역시 남구 대명동 1833-13,35.84953073,128.584577,2016.0,건축물
대명2동67,1,대구광역시 남구 중앙대로38길 29-54,대구광역시 남구 대명동 17-143,35.84935911,128.5926492,2016.0,한전주
대명2동68,1,대구광역시 남구 현충로40길 62-4,대구광역시 남구 대명동 1834-11,35.84954713,128.5844268,2016.0,건축물
대명2동69,1,대구광역시 남구 삼각지2길 22,대구광역시 남구 대명동 1900-41,35.8508112,128.5861004,2016.0,한전주
대명2동70,1,대구광역시 남구 삼각지2길 20-1,대구광역시 남구 대명동 1900-42,35.85068938,128.5861084,2016.0,한전주
대명2동71,2,대구광역시 남구 삼각지2길 20-17,대구광역시 남구 대명동 1900-24,35.8504167,128.5862192,2016.0,한전주
대명2동72,1,대구광역시 남구 중앙대로31길 119-2,대구광역시 남구 대명동 1900-16,35.85051399,128.5865491,2017.0,건축물
대명2동73,1,대구광역시 남구 중앙대로31길 119-11,대구광역시 남구 대명동 1900-9,35.85055406,128.5862444,2017.0,건축물
대명2동74,1,대구광역시 남구 명덕로46길 17,대구광역시 남구 대명동 2041-9,35.8559117,128.5932578,2016.0,한전주
대명2동75,1,대구광역시 남구 중앙대로42길 52-2,대구광역시 남구 대명동 2014-158,35.8515203,128.5935824,2016.0,건축물
대명2동76,1,대구광역시 남구 중앙대로35길 12,대구광역시 남구 대명동 1952-3,35.8494853,128.5899942,2016.0,한전주
대명2동77,1,대구광역시 남구 중앙대로35길 12,대구광역시 남구 대명동 1952-3,35.8494853,128.5899942,2016.0,한전주
대명2동78,1,대구광역시 남구 중앙대로35길 22-2,대구광역시 남구 대명동 1979-31,35.84977299,128.5896974,2016.0,한전주
대명2동79,1,대구광역시 남구 중앙대로35길 30-8,대구광역시 남구 대명동 1954-3,35.84978418,128.5893973,2016.0,한전주
대명2동80,1,대구광역시 남구 중앙대로35길 30-14,대구광역시 남구 대명동 1955-3,35.8497785,128.5891993,2016.0,한전주
대명2동81,1,대구광역시 남구 중앙대로35길 36-2,대구광역시 남구 대명동 1953-11,35.84957358,128.5889743,2016.0,한전주
대명2동82,1,대구광역시 남구 중앙대로35길 38,대구광역시 남구 대명동 1951-8,35.84951211,128.5887163,2016.0,한전주
대명2동83,1,대구광역시 남구 중앙대로35길 46,대구광역시 남구 대명동 1948-4,35.8494785,128.5882596,2016.0,한전주
대명2동84,1,대구광역시 남구 중앙대로35길 54-2,대구광역시 남구 대명동 1948-9,35.84937768,128.5879787,2016.0,한전주
대명2동85,1,대구광역시 남구 중앙대로35길 60-2,대구광역시 남구 대명동 1858-45,35.84930285,128.5876407,2016.0,한전주
대명2동86,1,대구광역시 남구 중앙대로35길 64-7,대구광역시 남구 대명동 1858-7,35.84949887,128.5872638,2016.0,건축물
대명2동87,1,대구광역시 남구 중앙대로35길 64-8,대구광역시 남구 대명동 1858-6,35.84955861,128.5873801,2016.0,건축물
대명2동88,1,대구광역시 남구 중앙대로35길 54-17,대구광역시 남구 대명동 1858-4,35.84961777,128.5875407,2016.0,건축물
대명2동89,1,대구광역시 남구 중앙대로35길 54-30,대구광역시 남구 대명동 1941-5,35.84973259,128.5878529,2016.0,한전주
대명2동90,1,대구광역시 남구 중앙대로35길 54-32,대구광역시 남구 대명동 1941-4,35.8498414,128.587802,2016.0,한전주
대명2동91,1,대구광역시 남구 중앙대로41길 65-9,대구광역시 남구 대명동 1866,35.85005143,128.5874564,2016.0,한전주
대명2동92,1,대구광역시 남구 중앙대로35길 54-54,대구광역시 남구 대명동 1867-10,35.84982809,128.587173,2016.0,건축물
대명2동93,1,대구광역시 남구 중앙대로35길 54-54,대구광역시 남구 대명동 1867-10,35.84982809,128.587173,2016.0,한전주
대명2동94,1,대구광역시 남구 중앙대로42길 35,대구광역시 남구 대명동 2014-188,35.85173598,128.5928119,2016.0,한전주
대명2동95,1,대구광역시 남구 중앙대로42길 46-1,대구광역시 남구 대명동 2014-166,35.8515063,128.5934092,2016.0,한전주
대명2동96,1,대구광역시 남구 현충로46길 51-5,대구광역시 남구 대명동 1907-14,35.8512,128.5849241,2016.0,건축물
대명2동97,1,대구광역시 남구 중앙대로41길 57-8,대구광역시 남구 대명동 1871-2,35.8501797,128.5875696,2016.0,한전주
대명2동98,1,대구광역시 남구 중앙대로41길 57-1,대구광역시 남구 대명동 1936-2,35.85038962,128.5877775,2016.0,한전주
대명2동99,1,대구광역시 남구 중앙대로41길 65-1,대구광역시 남구 대명동 1871-5,35.8503256,128.5874397,2016.0,한전주
대명2동100,1,대구광역시 남구 중앙대로41길 57-1,대구광역시 남구 대명동 1936-2,35.85038962,128.5877775,2016.0,한전주
대명2동101,1,대구광역시 남구 중앙대로41길 47,대구광역시 남구 대명동 1945-50,35.85029043,128.5881917,2016.0,한전주
대명2동102,1,대구광역시 남구 중앙대로41길 49-20,대구광역시 남구 대명동 1934-8,35.85021443,128.5879422,2016.0,한전주
대명2동103,1,대구광역시 남구 중앙대로41길 43-1,대구광역시 남구 대명동 1945-3,35.85024971,128.5885451,2016.0,한전주
대명2동104,2,대구광역시 남구 중앙대로35길 36-17,대구광역시 남구 대명동 1945-1,35.85025859,128.5886913,2016.0,한전주
대명2동105,1,대구광역시 남구 중앙대로41길 43-7,대구광역시 남구 대명동 1945-8,35.85004012,128.5886024,2016.0,한전주
대명2동106,1,대구광역시 남구 중앙대로41길 43-11,대구광역시 남구 대명동 1945-15,35.84985947,128.588617,2016.0,한전주
대명2동107,1,대구광역시 남구 중앙대로41길 43-17,대구광역시 남구 대명동 1945-39,35.8496044,128.5886605,2016.0,건축물
대명2동108,1,대구광역시 남구 중앙대로35길 36-17,대구광역시 남구 대명동 1945-1,35.85025859,128.5886913,2016.0,건축물
대명2동109,1,대구광역시 남구 중앙대로35길 36-11,대구광역시 남구 대명동 1944-1,35.84997971,128.588792,2016.0,한전주
대명2동110,1,대구광역시 남구 중앙대로35길 30-18,대구광역시 남구 대명동 1953-1,35.84989319,128.5890648,2016.0,건축물
대명2동111,1,대구광역시 남구 중앙대로35길 36-1,대구광역시 남구 대명동 1945-19,35.84957575,128.5888105,2016.0,한전주
대명2동112,1,대구광역시 남구 중앙대로41길 35,대구광역시 남구 대명동 1956-2,35.85030512,128.5889889,2016.0,건축물
대명2동113,1,대구광역시 남구 중앙대로41길 31,대구광역시 남구 대명동 1958-12,35.8504708,128.5892711,2016.0,한전주
대명2동114,1,대구광역시 남구 중앙대로35길 22-17,대구광역시 남구 대명동 1958-7,35.85012652,128.5894104,2016.0,한전주
대명2동115,1,대구광역시 남구 중앙대로35길 22-33,대구광역시 남구 대명동 1956-14,35.85007018,128.5890373,2016.0,한전주
대명2동116,1,대구광역시 남구 중앙대로35길 22-11,대구광역시 남구 대명동 1958-11,35.85002964,128.5893775,2016.0,한전주
대명2동117,1,대구광역시 남구 중앙대로39길 17-2,대구광역시 남구 대명동 1979-25,35.85005999,128.5898075,2016.0,한전주
대명2동118,1,대구광역시 남구 중앙대로39길 17-4,대구광역시 남구 대명동 1979-26,35.8500371,128.5897486,2016.0,건축물
대명2동119,1,대구광역시 남구 중앙대로35길 20-2,대구광역시 남구 대명동 1979-20,35.84966277,128.5898616,2016.0,건축물
대명2동120,1,대구광역시 남구 중앙대로 181-2,대구광역시 남구 대명동 1980-22,35.84962524,128.590246,2016.0,한전주
대명2동121,1,대구광역시 남구 중앙대로35길 20-21,대구광역시 남구 대명동 1979-6,35.85004572,128.5900685,2016.0,한전주
대명2동122,1,대구광역시 남구 중앙대로35길 20-29,대구광역시 남구 대명동 1979,35.85022344,128.590258,2016.0,건축물
대명2동123,1,대구광역시 남구 중앙대로39길 15,대구광역시 남구 대명동 1979-1,35.85023352,128.5900412,2016.0,한전주
대명2동124,1,대구광역시 남구 중앙대로39길 17-12,대구광역시 남구 대명동 1979-22,35.84977135,128.5898283,2016.0,건축물
대명2동125,1,대구광역시 남구 중앙대로 195,대구광역시 남구 대명동 1974,35.85072365,128.5903211,2016.0,한전주
대명2동126,1,대구광역시 남구 중앙대로41길 7,대구광역시 남구 대명동 1959-58,35.85090799,128.5900104,2016.0,한전주
대명2동127,1,대구광역시 남구 중앙대로39길 2-21,대구광역시 남구 대명동 1959-25,35.85054074,128.5897064,2016.0,건축물
대명2동128,1,대구광역시 남구 중앙대로39길 2-13,대구광역시 남구 대명동 1959-29,35.8504999,128.5898297,2016.0,건축물
대명2동129,1,대구광역시 남구 중앙대로39길 2-27,대구광역시 남구 대명동 1959-24,35.85073917,128.5897145,2016.0,한전주
대명2동130,1,대구광역시 남구 중앙대로41길 15,대구광역시 남구 대명동 1959-53,35.85083161,128.5895174,2016.0,한전주
대명2동131,1,대구광역시 남구 중앙대로41길 16-1,대구광역시 남구 대명동 1797-64,35.85100174,128.5894633,2016.0,한전주
대명2동132,1,대구광역시 남구 중앙대로41길 16-6,대구광역시 남구 대명동 1797-57,35.8512094,128.5896176,2017.0,건축물
대명2동133,1,대구광역시 남구 명덕로40길 127,대구광역시 남구 대명동 1796-9,35.851085,128.5900138,2016.0,한전주
대명2동134,1,대구광역시 남구 중앙대로 181-4,대구광역시 남구 대명동 1980-24,35.84959427,128.5901347,2016.0,건축물
대명2동136,1,대구광역시 남구 명덕로40길 115-2,대구광역시 남구 대명동 1796-13,35.85155298,128.5900277,2016.0,한전주
대명2동137,1,대구광역시 남구 명덕로40길 119,대구광역시 남구 대명동 1796-11,35.85144133,128.5900211,2016.0,한전주
대명2동138,1,대구광역시 남구 명덕로40길 89-2,대구광역시 남구 대명동 1794-29,35.8527039,128.5899842,2016.0,한전주
대명2동139,1,대구광역시 남구 명덕로40길 97-4,대구광역시 남구 대명동 1795-8,35.85235304,128.5900393,2016.0,한전주
대명2동140,1,대구광역시 남구 명덕로40길 97-4,대구광역시 남구 대명동 1795-8,35.85235304,128.5900393,2016.0,한전주
대명2동141,1,대구광역시 남구 명덕로40길 105,대구광역시 남구 대명동 1795-16,35.85211154,128.5900389,2016.0,한전주
대명2동142,1,대구광역시 남구 명덕로40길 115-1,대구광역시 남구 대명동 1795-6,35.85171921,128.5900107,2016.0,한전주
대명2동143,1,대구광역시 남구 명덕로34길 132-2,대구광역시 남구 대명동 1817-41,35.85077313,128.587682,2016.0,한전주
대명2동144,1,대구광역시 남구 명덕로34길 120,대구광역시 남구 대명동 1817-23,35.8512071,128.587541,2016.0,한전주
대명2동145,1,대구광역시 남구 중앙대로31길 138-21,대구광역시 남구 대명동 1819-31,35.85134868,128.5875092,2016.0,한전주
대명2동146,1,대구광역시 남구 중앙대로31길 138-18,대구광역시 남구 대명동 1817-1,35.85118631,128.5872266,2016.0,한전주
대명2동147,1,대구광역시 남구 중앙대로31길 138-14,대구광역시 남구 대명동 1818-6,35.8512064,128.5869161,2016.0,한전주
대명2동148,1,대구광역시 남구 중앙대로31길 138-10,대구광역시 남구 대명동 1818-33,35.85116722,128.5867614,2016.0,한전주
대명2동149,1,대구광역시 남구 중앙대로31길 138-6,대구광역시 남구 대명동 1818-4,35.8512031,128.5865185,2016.0,한전주
