ID,사고일시,요일,기상상태,시군구,도로형태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사망자수,중상자수,경상자수,부상자수,ECLO
ACCIDENT_00222,2019-01-08 07,화요일,맑음,대구광역시 북구 검단동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,남,67세,상해없음,화물,남,60세,부상신고,0,0,0,1,1
ACCIDENT_00223,2019-01-08 08,화요일,맑음,대구광역시 달성군 화원읍,단일로 - 기타,건조,차대차,기타,안전운전불이행,화물,남,48세,상해없음,승용,여,27세,경상,0,0,1,0,3
ACCIDENT_00224,2019-01-08 08,화요일,맑음,대구광역시 북구 노원동3가,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,여,52세,상해없음,화물,남,44세,중상,0,1,0,0,5
ACCIDENT_00225,2019-01-08 08,화요일,맑음,대구광역시 중구 남산동,단일로 - 기타,건조,차대차,측면충돌,중앙선침범,승용,남,37세,상해없음,기타불명,여,75세,중상,0,1,0,0,5
ACCIDENT_00226,2019-01-08 09,화요일,맑음,대구광역시 남구 이천동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,여,68세,상해없음,승용,여,67세,부상신고,0,0,0,1,1
ACCIDENT_00227,2019-01-08 09,화요일,맑음,대구광역시 북구 태전동,단일로 - 기타,건조,차대사람,횡단중,보행자보호의무위반,승용,남,51세,상해없음,보행자,여,20세,경상,0,0,1,0,3
ACCIDENT_00228,2019-01-08 09,화요일,맑음,대구광역시 북구 관음동,교차로 - 교차로부근,건조,차대사람,기타,안전운전불이행,승용,여,45세,상해없음,보행자,여,27세,경상,0,0,1,0,3
ACCIDENT_00229,2019-01-08 09,화요일,맑음,대구광역시 북구 동호동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,45세,상해없음,이륜,남,60세,경상,0,0,1,0,3
ACCIDENT_00230,2019-01-08 10,화요일,맑음,대구광역시 수성구 이천동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,27세,상해없음,화물,남,57세,경상,0,0,1,0,3
ACCIDENT_00231,2019-01-08 10,화요일,맑음,대구광역시 수성구 범어동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,여,46세,상해없음,보행자,여,52세,경상,0,0,1,0,3
ACCIDENT_00232,2019-01-08 10,화요일,맑음,대구광역시 달서구 월암동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,55세,상해없음,승용,남,33세,경상,0,0,1,0,3
ACCIDENT_00233,2019-01-08 10,화요일,맑음,대구광역시 달성군 화원읍,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,화물,남,53세,중상,건설기계,남,50세,상해없음,0,1,0,0,5
ACCIDENT_00234,2019-01-08 10,화요일,맑음,대구광역시 북구 산격동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,화물,남,71세,상해없음,원동기,남,42세,중상,0,1,1,0,8
ACCIDENT_00235,2019-01-08 12,화요일,맑음,대구광역시 중구 삼덕동2가,교차로 - 교차로횡단보도내,건조,차대사람,횡단중,신호위반,화물,남,63세,상해없음,보행자,여,67세,중상,0,1,0,0,5
ACCIDENT_00236,2019-01-08 13,화요일,맑음,대구광역시 북구 노원동1가,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,이륜,남,72세,중상,승용,남,70세,상해없음,0,1,0,0,5
ACCIDENT_00237,2019-01-08 13,화요일,맑음,대구광역시 달서구 죽전동,기타 - 기타,건조,차대차,측면충돌,안전운전불이행,원동기,남,51세,경상,승용,여,35세,상해없음,0,0,1,0,3
ACCIDENT_00238,2019-01-08 14,화요일,맑음,대구광역시 달성군 다사읍,단일로 - 기타,건조,차대차,추돌,안전운전불이행,화물,남,30세,경상,화물,남,57세,경상,0,0,3,0,9
ACCIDENT_00239,2019-01-08 14,화요일,맑음,대구광역시 달서구 성당동,교차로 - 교차로안,건조,차대사람,차도통행중,안전운전불이행,승용,여,52세,상해없음,보행자,남,73세,중상,0,1,0,0,5
ACCIDENT_00240,2019-01-08 15,화요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,39세,상해없음,승용,여,59세,경상,0,0,1,0,3
ACCIDENT_00241,2019-01-08 15,화요일,맑음,대구광역시 북구 침산동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,26세,상해없음,승용,남,33세,경상,0,0,1,0,3
ACCIDENT_00242,2019-01-08 15,화요일,맑음,대구광역시 북구 태전동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,남,60세,상해없음,승용,여,51세,중상,0,1,1,0,8
ACCIDENT_00243,2019-01-08 17,화요일,맑음,대구광역시 수성구 만촌동,단일로 - 기타,건조,차대사람,기타,기타,승용,여,22세,상해없음,보행자,여,5세,경상,0,0,1,0,3
ACCIDENT_00244,2019-01-08 19,화요일,맑음,대구광역시 수성구 시지동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,여,63세,상해없음,승용,남,54세,경상,0,0,2,0,6
ACCIDENT_00245,2019-01-08 21,화요일,기타,대구광역시 남구 봉덕동,교차로 - 교차로안,건조,차대차,측면충돌,안전거리미확보,승용,남,44세,상해없음,승용,남,38세,경상,0,1,2,0,11
ACCIDENT_00246,2019-01-08 21,화요일,맑음,대구광역시 달서구 진천동,교차로 - 교차로안,건조,차대사람,기타,안전운전불이행,승용,남,32세,상해없음,보행자,남,51세,경상,0,0,1,0,3
ACCIDENT_00247,2019-01-08 21,화요일,맑음,대구광역시 서구 평리동,기타 - 기타,건조,차대사람,기타,안전운전불이행,승합,남,50세,상해없음,보행자,여,74세,경상,0,0,1,0,3
ACCIDENT_00248,2019-01-08 21,화요일,맑음,대구광역시 북구 학정동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,39세,경상,화물,남,44세,상해없음,0,0,1,0,3
ACCIDENT_00249,2019-01-08 23,화요일,맑음,대구광역시 남구 봉덕동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,원동기,남,19세,상해없음,보행자,남,65세,중상,0,1,0,0,5
ACCIDENT_00250,2019-01-09 01,수요일,맑음,대구광역시 중구 삼덕동1가,단일로 - 기타,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,남,57세,상해없음,보행자,남,39세,경상,0,0,1,0,3
ACCIDENT_00251,2019-01-09 01,수요일,기타,대구광역시 달서구 용산동,교차로 - 교차로부근,건조,차대차,추돌,안전운전불이행,승용,남,57세,상해없음,승용,남,24세,중상,0,2,0,0,10
ACCIDENT_00252,2019-01-09 02,수요일,맑음,대구광역시 동구 입석동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,43세,상해없음,보행자,남,48세,중상,0,1,0,0,5
ACCIDENT_00253,2019-01-09 07,수요일,맑음,대구광역시 북구 산격동,단일로 - 기타,건조,차대차,정면충돌,안전운전불이행,이륜,남,27세,상해없음,자전거,남,74세,중상,0,1,0,0,5
ACCIDENT_00254,2019-01-09 07,수요일,맑음,대구광역시 서구 비산동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,여,50세,상해없음,보행자,여,71세,부상신고,0,0,0,1,1
ACCIDENT_00255,2019-01-09 07,수요일,맑음,대구광역시 북구 구암동,단일로 - 기타,건조,차량단독,기타,안전운전불이행,자전거,남,62세,부상신고,,,,,0,0,0,1,1
ACCIDENT_00256,2019-01-09 08,수요일,맑음,대구광역시 북구 산격동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승합,남,51세,상해없음,승용,남,66세,중상,0,1,0,0,5
ACCIDENT_00257,2019-01-09 09,수요일,맑음,대구광역시 동구 신암동,교차로 - 교차로횡단보도내,건조,차대차,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,자전거,여,51세,경상,0,0,1,0,3
ACCIDENT_00258,2019-01-09 09,수요일,맑음,대구광역시 수성구 중동,단일로 - 기타,건조,차대차,측면충돌,중앙선침범,자전거,남,34세,부상신고,승용,남,70세,상해없음,0,0,0,1,1
ACCIDENT_00259,2019-01-09 09,수요일,맑음,대구광역시 수성구 신매동,교차로 - 교차로안,건조,차대차,측면충돌,직진우회전진행방해,승용,여,37세,부상신고,승용,여,49세,경상,0,0,1,1,4
ACCIDENT_00260,2019-01-09 11,수요일,맑음,대구광역시 남구 대명동,교차로 - 교차로부근,건조,차대사람,횡단중,보행자보호의무위반,화물,남,38세,상해없음,보행자,여,55세,경상,0,0,1,0,3
ACCIDENT_00261,2019-01-09 11,수요일,맑음,대구광역시 서구 이현동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,여,46세,상해없음,승용,남,37세,경상,0,0,1,0,3
ACCIDENT_00262,2019-01-09 11,수요일,맑음,대구광역시 북구 사수동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,남,62세,경상,화물,남,32세,경상,0,1,2,0,11
ACCIDENT_00263,2019-01-09 12,수요일,맑음,대구광역시 달성군 화원읍,단일로 - 기타,건조,차대사람,기타,기타,기타불명,기타불명,미분류,기타불명,보행자,여,53세,부상신고,0,0,0,1,1
ACCIDENT_00264,2019-01-09 14,수요일,맑음,대구광역시 수성구 황금동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,33세,상해없음,승용,여,70세,경상,0,0,2,0,6
ACCIDENT_00265,2019-01-09 15,수요일,맑음,대구광역시 수성구 상동,단일로 - 기타,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,남,70세,기타불명,보행자,남,68세,부상신고,0,0,0,1,1
ACCIDENT_00266,2019-01-09 15,수요일,맑음,대구광역시 북구 읍내동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,화물,남,55세,상해없음,원동기,남,22세,중상,0,1,0,0,5
ACCIDENT_00267,2019-01-09 16,수요일,맑음,대구광역시 중구 삼덕동3가,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,56세,상해없음,승용,여,42세,부상신고,0,0,0,1,1
ACCIDENT_00268,2019-01-09 16,수요일,맑음,대구광역시 달서구 이곡동,교차로 - 교차로부근,건조,차대차,측면충돌,안전거리미확보,승용,여,58세,상해없음,승합,남,47세,경상,0,0,1,0,3
ACCIDENT_00269,2019-01-09 18,수요일,맑음,대구광역시 수성구 황금동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,여,57세,상해없음,승용,여,24세,경상,0,0,1,0,3
ACCIDENT_00270,2019-01-09 18,수요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,여,57세,상해없음,승용,남,29세,경상,0,0,2,0,6
ACCIDENT_00271,2019-01-09 19,수요일,맑음,대구광역시 달서구 송현동,교차로 - 교차로안,건조,차대차,정면충돌,직진우회전진행방해,승용,남,23세,상해없음,이륜,여,50세,경상,0,0,1,0,3
ACCIDENT_00272,2019-01-09 20,수요일,맑음,대구광역시 북구 동천동,교차로 - 교차로부근,건조,차대차,추돌,안전거리미확보,승용,여,57세,상해없음,승용,여,51세,경상,0,0,1,0,3
ACCIDENT_00273,2019-01-09 21,수요일,맑음,대구광역시 남구 대명동,교차로 - 교차로부근,건조,차대차,측면충돌,교차로운행방법위반,화물,남,48세,경상,승용,남,27세,중상,0,1,2,0,11
ACCIDENT_00274,2019-01-09 21,수요일,맑음,대구광역시 수성구 신매동,기타 - 기타,건조,차대사람,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,보행자,남,43세,부상신고,0,0,0,1,1
ACCIDENT_00275,2019-01-09 21,수요일,맑음,대구광역시 수성구 황금동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,32세,상해없음,자전거,남,45세,경상,0,0,1,0,3
ACCIDENT_00276,2019-01-09 21,수요일,맑음,대구광역시 달서구 신당동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,남,49세,상해없음,이륜,여,37세,경상,0,0,1,0,3
ACCIDENT_00277,2019-01-09 21,수요일,맑음,대구광역시 달서구 파호동,교차로 - 교차로부근,건조,차대사람,기타,안전운전불이행,승용,남,43세,상해없음,보행자,남,56세,경상,0,0,1,0,3
ACCIDENT_00278,2019-01-09 21,수요일,맑음,대구광역시 북구 동천동,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,승용,남,34세,상해없음,자전거,남,13세,경상,0,0,1,0,3
ACCIDENT_00279,2019-01-09 21,수요일,맑음,대구광역시 북구 읍내동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,45세,상해없음,이륜,남,19세,중상,0,1,0,0,5
ACCIDENT_00280,2019-01-09 21,수요일,맑음,대구광역시 북구 서변동,교차로 - 교차로안,건조,차대차,측면충돌,안전거리미확보,승용,남,30세,상해없음,이륜,남,48세,경상,0,0,1,0,3
ACCIDENT_00281,2019-01-10 01,목요일,맑음,대구광역시 달성군 다사읍,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,27세,경상,승용,남,35세,경상,0,1,2,0,11
ACCIDENT_00282,2019-01-10 02,목요일,맑음,대구광역시 북구 대현동,교차로 - 교차로안,건조,차대차,추돌,안전운전불이행,승용,남,34세,상해없음,승용,남,66세,중상,0,2,2,0,16
ACCIDENT_00283,2019-01-10 04,목요일,맑음,대구광역시 달서구 용산동,단일로 - 기타,건조,차대사람,횡단중,안전운전불이행,승용,남,57세,상해없음,보행자,여,49세,중상,0,1,0,0,5
ACCIDENT_00284,2019-01-10 07,목요일,맑음,대구광역시 달서구 월성동,교차로 - 교차로안,건조,차대사람,횡단중,신호위반,승용,남,66세,상해없음,보행자,남,26세,경상,0,0,1,0,3
ACCIDENT_00285,2019-01-10 08,목요일,맑음,대구광역시 남구 대명동,단일로 - 기타,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,여,28세,상해없음,보행자,여,77세,중상,0,1,0,0,5
ACCIDENT_00286,2019-01-10 09,목요일,맑음,대구광역시 달서구 송현동,단일로 - 기타,건조,차대차,기타,차로위반,승용,남,65세,상해없음,이륜,여,50세,경상,0,0,1,0,3
ACCIDENT_00287,2019-01-10 10,목요일,맑음,대구광역시 북구 구암동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,남,23세,기타불명,승용,여,60세,경상,0,0,1,0,3
ACCIDENT_00288,2019-01-10 11,목요일,맑음,대구광역시 북구 복현동,단일로 - 기타,건조,차대차,후진중충돌,안전운전불이행,승용,여,57세,상해없음,승용,남,73세,경상,0,0,1,0,3
ACCIDENT_00289,2019-01-10 12,목요일,맑음,대구광역시 수성구 범어동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,63세,상해없음,보행자,여,23세,경상,0,0,1,0,3
ACCIDENT_00290,2019-01-10 12,목요일,맑음,대구광역시 수성구 상동,교차로 - 교차로부근,건조,차대차,측면충돌,안전거리미확보,승용,남,31세,상해없음,승용,남,34세,경상,0,0,1,0,3
ACCIDENT_00291,2019-01-10 13,목요일,맑음,대구광역시 동구 신천동,단일로 - 기타,건조,차대사람,기타,기타,승용,여,62세,상해없음,보행자,여,59세,중상,0,1,0,0,5
ACCIDENT_00292,2019-01-10 13,목요일,맑음,대구광역시 북구 서변동,교차로 - 교차로횡단보도내,건조,차대사람,횡단중,안전운전불이행,화물,남,48세,상해없음,보행자,여,76세,중상,0,1,0,0,5
ACCIDENT_00293,2019-01-10 14,목요일,맑음,대구광역시 수성구 수성동2가,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,이륜,남,28세,경상,승용,여,50세,경상,0,0,2,0,6
ACCIDENT_00294,2019-01-10 15,목요일,맑음,대구광역시 수성구 황금동,교차로 - 교차로부근,건조,차대차,추돌,안전거리미확보,승용,남,19세,부상신고,승용,여,57세,상해없음,0,0,2,1,7
ACCIDENT_00295,2019-01-10 15,목요일,맑음,대구광역시 수성구 지산동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,여,49세,상해없음,승용,남,64세,경상,0,0,1,0,3
ACCIDENT_00296,2019-01-10 15,목요일,맑음,대구광역시 중구 대신동,교차로 - 교차로부근,건조,차대사람,횡단중,보행자보호의무위반,화물,남,70세,상해없음,보행자,여,73세,중상,0,1,0,0,5
ACCIDENT_00297,2019-01-10 16,목요일,맑음,대구광역시 동구 동내동,교차로 - 교차로안,건조,차대차,기타,신호위반,승용,여,65세,상해없음,승용,여,57세,중상,0,1,0,0,5
ACCIDENT_00298,2019-01-10 16,목요일,맑음,대구광역시 동구 신암동,교차로 - 교차로안,건조,차대차,추돌,안전거리미확보,승용,남,27세,상해없음,승용,남,26세,경상,0,0,1,0,3
ACCIDENT_00299,2019-01-10 16,목요일,맑음,대구광역시 달성군 하빈면,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,화물,남,25세,중상,화물,남,54세,상해없음,0,1,0,0,5
ACCIDENT_00300,2019-01-10 16,목요일,맑음,대구광역시 북구 산격동,교차로 - 교차로안,건조,차대사람,차도통행중,안전운전불이행,화물,남,48세,상해없음,보행자,여,55세,중상,0,1,0,0,5
ACCIDENT_00301,2019-01-10 17,목요일,맑음,대구광역시 달성군 논공읍,단일로 - 기타,건조,차대차,기타,과속,승용,남,46세,중상,화물,남,61세,경상,0,1,1,0,8
ACCIDENT_00302,2019-01-10 17,목요일,맑음,대구광역시 중구 남산동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,66세,상해없음,이륜,남,22세,경상,0,0,1,0,3
ACCIDENT_00303,2019-01-10 18,목요일,맑음,대구광역시 수성구 범어동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,이륜,남,27세,상해없음,승합,여,53세,경상,0,0,1,0,3
ACCIDENT_00304,2019-01-10 19,목요일,맑음,대구광역시 수성구 황금동,단일로 - 기타,건조,차대사람,횡단중,보행자보호의무위반,승용,여,63세,상해없음,보행자,여,29세,중상,0,1,1,0,8
ACCIDENT_00305,2019-01-10 19,목요일,맑음,대구광역시 북구 노원동3가,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,남,69세,상해없음,승용,여,48세,경상,0,0,1,0,3
ACCIDENT_00306,2019-01-10 19,목요일,기타,대구광역시 달서구 본리동,단일로 - 기타,건조,차대사람,기타,안전운전불이행,승용,남,43세,상해없음,보행자,남,53세,중상,0,1,0,0,5
ACCIDENT_00307,2019-01-10 20,목요일,맑음,대구광역시 동구 방촌동,교차로 - 교차로안,건조,차대사람,기타,보행자보호의무위반,화물,남,69세,상해없음,보행자,여,24세,경상,0,0,1,0,3
ACCIDENT_00308,2019-01-10 20,목요일,맑음,대구광역시 북구 서변동,단일로 - 기타,건조,차대차,기타,안전운전불이행,승용,남,56세,상해없음,승용,여,35세,경상,0,0,1,0,3
ACCIDENT_00309,2019-01-10 20,목요일,맑음,대구광역시 북구 구암동,단일로 - 기타,건조,차대차,측면충돌,안전운전불이행,승용,남,32세,상해없음,이륜,남,18세,부상신고,0,0,0,2,2
ACCIDENT_00310,2019-01-10 21,목요일,맑음,대구광역시 동구 율하동,교차로 - 교차로안,건조,차대차,기타,신호위반,승용,남,78세,경상,승용,여,45세,경상,0,0,2,0,6
ACCIDENT_00311,2019-01-10 21,목요일,맑음,대구광역시 수성구 수성동3가,단일로 - 기타,건조,차대차,추돌,안전거리미확보,승용,남,35세,상해없음,승용,여,52세,경상,0,0,1,0,3
ACCIDENT_00312,2019-01-10 21,목요일,맑음,대구광역시 북구 대현동,기타 - 기타,건조,차대사람,횡단중,보행자보호의무위반,승용,여,51세,상해없음,보행자,남,40세,경상,0,0,1,0,3
ACCIDENT_00313,2019-01-10 23,목요일,맑음,대구광역시 남구 대명동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,기타불명,기타불명,미분류,기타불명,승용,남,28세,상해없음,0,0,1,0,3
ACCIDENT_00314,2019-01-11 00,금요일,맑음,대구광역시 달서구 송현동,단일로 - 기타,건조,차대사람,횡단중,안전거리미확보,승용,남,65세,상해없음,보행자,여,61세,중상,0,1,0,0,5
ACCIDENT_00315,2019-01-11 03,금요일,맑음,대구광역시 수성구 지산동,단일로 - 기타,건조,차량단독,공작물충돌,안전운전불이행,승용,남,18세,상해없음,,,,,0,1,0,0,5
ACCIDENT_00316,2019-01-11 04,금요일,맑음,대구광역시 북구 매천동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,남,44세,상해없음,자전거,여,50세,중상,0,1,0,0,5
ACCIDENT_00317,2019-01-11 08,금요일,맑음,대구광역시 동구 율암동,단일로 - 기타,건조,차대차,기타,신호위반,승용,여,25세,상해없음,승용,남,55세,경상,0,0,1,0,3
ACCIDENT_00318,2019-01-11 08,금요일,맑음,대구광역시 달성군 다사읍,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,18세,상해없음,승용,남,66세,경상,0,0,2,0,6
ACCIDENT_00319,2019-01-11 09,금요일,맑음,대구광역시 북구 태전동,교차로 - 교차로안,건조,차대차,기타,신호위반,화물,남,68세,상해없음,승용,여,57세,경상,0,0,1,0,3
ACCIDENT_00320,2019-01-11 10,금요일,맑음,대구광역시 동구 지저동,교차로 - 교차로안,건조,차대사람,횡단중,안전운전불이행,승용,남,51세,상해없음,보행자,남,22세,중상,0,1,0,0,5
ACCIDENT_00321,2019-01-11 10,금요일,맑음,대구광역시 수성구 상동,교차로 - 교차로부근,건조,차대차,기타,안전운전불이행,기타불명,기타불명,미분류,기타불명,이륜,남,36세,부상신고,0,0,0,1,1
ACCIDENT_00322,2019-01-11 11,금요일,맑음,대구광역시 수성구 중동,교차로 - 교차로부근,건조,차대차,후진중충돌,안전운전불이행,승용,남,41세,상해없음,승용,남,34세,경상,0,0,1,0,3
ACCIDENT_00323,2019-01-11 11,금요일,맑음,대구광역시 달서구 월성동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,남,60세,상해없음,자전거,남,54세,경상,0,0,1,0,3
ACCIDENT_00324,2019-01-11 12,금요일,맑음,대구광역시 수성구 상동,교차로 - 교차로횡단보도내,건조,차대사람,횡단중,보행자보호의무위반,화물,남,43세,상해없음,보행자,여,26세,경상,0,0,1,0,3
ACCIDENT_00325,2019-01-11 14,금요일,맑음,대구광역시 중구 봉산동,단일로 - 기타,건조,차대차,측면충돌,안전거리미확보,승용,여,58세,상해없음,이륜,남,18세,경상,0,0,1,0,3
ACCIDENT_00326,2019-01-11 15,금요일,맑음,대구광역시 남구 봉덕동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,승합,남,50세,상해없음,화물,남,41세,상해없음,0,1,0,0,5
ACCIDENT_00327,2019-01-11 15,금요일,맑음,대구광역시 중구 동인동1가,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,여,57세,상해없음,이륜,남,42세,경상,0,0,1,0,3
ACCIDENT_00328,2019-01-11 16,금요일,맑음,대구광역시 수성구 범어동,단일로 - 기타,건조,차대차,측면충돌,차로위반,승용,여,42세,상해없음,승용,남,39세,경상,0,0,1,0,3
ACCIDENT_00329,2019-01-11 17,금요일,맑음,대구광역시 달서구 본동,교차로 - 교차로부근,건조,차대차,추돌,안전거리미확보,이륜,남,52세,경상,승용,여,46세,상해없음,0,0,1,0,3
ACCIDENT_00330,2019-01-11 17,금요일,맑음,대구광역시 북구 구암동,교차로 - 교차로안,건조,차대차,기타,교차로운행방법위반,승용,여,26세,경상,승용,여,51세,경상,0,0,2,0,6
ACCIDENT_00331,2019-01-11 18,금요일,맑음,대구광역시 동구 신서동,교차로 - 교차로안,건조,차대사람,횡단중,보행자보호의무위반,승용,여,53세,상해없음,보행자,여,45세,경상,0,0,1,0,3
ACCIDENT_00332,2019-01-11 18,금요일,맑음,대구광역시 수성구 지산동,교차로 - 교차로부근,건조,차대차,기타,안전운전불이행,승용,남,52세,상해없음,승용,여,35세,경상,0,0,2,0,6
ACCIDENT_00333,2019-01-11 18,금요일,맑음,대구광역시 서구 내당동,단일로 - 기타,건조,차대차,정면충돌,안전운전불이행,이륜,남,26세,부상신고,승용,남,23세,상해없음,0,0,0,1,1
ACCIDENT_00334,2019-01-11 19,금요일,맑음,대구광역시 동구 신천동,단일로 - 기타,건조,차대차,기타,안전운전불이행,이륜,남,36세,부상신고,승용,남,40세,기타불명,0,0,0,1,1
ACCIDENT_00335,2019-01-11 19,금요일,맑음,대구광역시 수성구 범어동,교차로 - 교차로안,건조,차대차,측면충돌,교차로운행방법위반,승용,여,43세,상해없음,승용,남,51세,경상,0,0,1,0,3
ACCIDENT_00336,2019-01-11 19,금요일,맑음,대구광역시 달서구 진천동,교차로 - 교차로부근,건조,차대차,측면충돌,안전운전불이행,이륜,남,58세,부상신고,이륜,남,22세,경상,0,0,1,1,4
ACCIDENT_00337,2019-01-11 19,금요일,맑음,대구광역시 달성군 다사읍,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,화물,남,50세,상해없음,승용,남,51세,경상,0,0,2,0,6
ACCIDENT_00338,2019-01-11 19,금요일,맑음,대구광역시 북구 침산동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,여,44세,상해없음,승용,여,64세,경상,0,0,1,1,4
ACCIDENT_00339,2019-01-11 20,금요일,맑음,대구광역시 달서구 상인동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승용,남,29세,상해없음,승용,남,29세,경상,0,0,1,0,3
ACCIDENT_00340,2019-01-11 20,금요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대차,추돌,안전운전불이행,승용,남,73세,상해없음,승용,남,56세,경상,0,0,2,0,6
ACCIDENT_00341,2019-01-11 20,금요일,맑음,대구광역시 달성군 현풍읍,교차로 - 교차로안,건조,차대차,기타,안전운전불이행,이륜,남,33세,부상신고,승용,남,54세,상해없음,0,0,0,1,1
ACCIDENT_00342,2019-01-11 20,금요일,맑음,대구광역시 서구 평리동,단일로 - 기타,건조,차대차,후진중충돌,불법유턴,화물,남,62세,상해없음,승용,남,35세,경상,0,0,1,0,3
ACCIDENT_00343,2019-01-11 20,금요일,맑음,대구광역시 달서구 용산동,기타 - 기타,건조,차대차,측면충돌,차로위반,승용,남,71세,상해없음,승용,남,20세,경상,0,0,3,0,9
ACCIDENT_00344,2019-01-11 21,금요일,맑음,대구광역시 서구 내당동,교차로 - 교차로안,건조,차대차,측면충돌,안전운전불이행,승용,여,55세,부상신고,화물,남,47세,경상,0,0,1,1,4
ACCIDENT_00345,2019-01-11 23,금요일,맑음,대구광역시 달성군 유가읍,단일로 - 기타,건조,차량단독,기타,안전운전불이행,승용,여,52세,상해없음,,,,,0,0,1,0,3
ACCIDENT_00346,2019-01-12 00,토요일,맑음,대구광역시 달서구 유천동,교차로 - 교차로안,건조,차대차,측면충돌,신호위반,승합,남,68세,상해없음,승용,여,51세,경상,0,0,2,0,6
ACCIDENT_00347,2019-01-12 01,토요일,맑음,대구광역시 동구 신서동,교차로 - 교차로부근,건조,차대차,기타,안전거리미확보,승용,남,64세,상해없음,이륜,남,26세,경상,0,0,1,0,3
ACCIDENT_00348,2019-01-12 01,토요일,맑음,대구광역시 수성구 신매동,단일로 - 기타,건조,차량단독,기타,안전운전불이행,승용,남,65세,상해없음,,,,,0,0,1,0,3
ACCIDENT_00349,2019-01-12 01,토요일,맑음,대구광역시 달성군 다사읍,교차로 - 교차로횡단보도내,건조,차대사람,기타,보행자보호의무위반,승용,남,58세,상해없음,보행자,남,34세,경상,0,0,1,0,3
ACCIDENT_00350,2019-01-12 02,토요일,맑음,대구광역시 달서구 상인동,단일로 - 기타,건조,차대차,기타,안전거리미확보,승용,남,36세,상해없음,승용,남,35세,경상,0,0,1,0,3
