,요일,기상상태,노면상태,사고유형,연,월,일,시간,도시,구,동,도로형태1,도로형태2
3663,0,2,0,1,0,3,11,20,0,3,149,2,5
3664,0,5,0,1,0,3,11,20,0,4,29,0,2
3665,0,2,0,0,0,3,11,20,0,1,138,2,5
3666,0,2,0,1,0,3,11,21,0,7,102,2,5
3667,0,2,0,1,0,3,11,22,0,0,38,2,5
3668,0,5,0,1,0,3,11,22,0,4,31,2,5
3669,5,2,0,1,0,3,12,1,0,4,150,0,3
3670,5,2,0,0,0,3,12,2,0,6,194,0,2
3671,5,2,0,1,0,3,12,2,0,1,111,0,3
3672,5,2,0,1,0,3,12,3,0,7,39,0,2
3673,5,2,0,1,0,3,12,5,0,3,64,0,3
3674,5,2,0,1,0,3,12,6,0,0,152,2,5
3675,5,2,0,1,0,3,12,9,0,3,129,0,3
3676,5,2,0,1,0,3,12,9,0,6,78,0,2
3677,5,2,0,1,0,3,12,10,0,6,168,2,5
3678,5,2,0,1,0,3,12,10,0,4,175,2,5
3679,5,2,0,1,0,3,12,11,0,3,2,2,5
3680,5,2,0,1,0,3,12,11,0,1,114,2,5
3681,5,2,0,0,0,3,12,11,0,1,151,0,3
3682,5,2,0,1,0,3,12,12,0,4,43,2,5
3683,5,2,0,1,0,3,12,12,0,4,79,0,3
3684,5,2,0,1,0,3,12,12,0,5,25,0,2
3685,5,2,0,1,0,3,12,12,0,7,107,0,3
3686,5,2,0,1,0,3,12,13,0,6,165,2,5
3687,5,2,0,1,0,3,12,13,0,4,30,0,3
3688,5,2,0,0,0,3,12,13,0,7,86,2,5
3689,5,2,0,1,0,3,12,13,0,1,111,2,5
3690,5,2,0,1,0,3,12,14,0,3,167,2,5
3691,5,2,0,1,0,3,12,14,0,6,194,0,4
3692,5,2,0,1,0,3,12,14,0,5,153,0,4
3693,5,2,0,0,0,3,12,15,0,0,82,0,2
3694,5,2,0,1,0,3,12,15,0,5,89,0,2
3695,5,2,0,1,0,3,12,15,0,7,22,2,5
3696,5,2,0,1,0,3,12,16,0,6,78,2,5
3697,5,2,0,1,0,3,12,17,0,1,144,0,2
3698,5,2,0,0,0,3,12,17,0,7,96,0,3
3699,5,2,0,0,0,3,12,18,0,6,66,0,3
3700,5,2,0,1,0,3,12,19,0,6,68,0,3
3701,5,2,0,1,0,3,12,19,0,2,135,2,5
3702,5,2,0,1,0,3,12,19,0,5,183,0,2
3703,5,2,0,1,0,3,12,19,0,5,183,2,5
3704,5,2,0,0,0,3,12,19,0,5,166,2,5
3705,5,2,0,1,0,3,12,19,0,4,53,0,2
3706,5,2,0,1,0,3,12,22,0,6,66,0,3
3707,5,2,0,1,0,3,12,23,0,1,81,2,5
3708,4,2,0,1,0,3,13,1,0,4,160,2,5
3709,4,2,0,1,0,3,13,1,0,3,195,0,3
3710,4,2,0,1,0,3,13,1,0,5,89,0,3
3711,4,2,0,2,0,3,13,4,0,4,175,2,5
3712,4,2,0,1,0,3,13,6,0,2,192,0,3
3713,4,2,0,0,0,3,13,9,0,6,99,0,4
3714,4,2,0,1,0,3,13,11,0,6,66,2,5
3715,4,2,0,1,0,3,13,11,0,4,79,2,5
3716,4,2,0,1,0,3,13,12,0,3,155,0,3
3717,4,2,0,1,0,3,13,12,0,6,68,4,7
3718,4,2,0,1,0,3,13,12,0,1,80,2,5
3719,4,2,0,1,0,3,13,13,0,3,169,0,2
3720,4,2,0,1,0,3,13,13,0,1,145,0,3
3721,4,5,0,2,0,3,13,13,0,4,43,2,5
3722,4,2,0,1,0,3,13,14,0,6,152,2,5
3723,4,2,0,0,0,3,13,14,0,6,168,0,2
3724,4,2,0,1,0,3,13,14,0,5,183,2,5
3725,4,2,0,1,0,3,13,15,0,3,64,2,5
3726,4,2,0,1,0,3,13,15,0,6,194,2,5
3727,4,2,0,1,0,3,13,16,0,6,66,2,5
3728,4,2,0,1,0,3,13,16,0,6,165,0,4
3729,4,2,0,1,0,3,13,16,0,2,146,1,5
3730,4,2,0,1,0,3,13,17,0,1,65,2,5
3731,4,2,0,1,0,3,13,18,0,0,38,2,5
3732,4,2,0,1,0,3,13,18,0,6,168,0,3
3733,4,2,0,1,0,3,13,18,0,1,191,0,3
3734,4,2,0,1,0,3,13,19,0,4,172,0,3
3735,4,2,0,0,0,3,13,19,0,7,96,2,5
3736,4,2,0,1,0,3,13,20,0,3,195,2,5
3737,4,2,0,0,0,3,13,21,0,3,129,2,5
3738,4,2,0,2,0,3,13,22,0,1,80,2,5
3739,3,2,0,2,0,3,14,1,0,3,45,0,3
3740,3,2,0,1,0,3,14,2,0,3,129,2,5
3741,3,2,0,1,0,3,14,4,0,4,79,0,3
3742,3,2,0,1,0,3,14,6,0,5,141,2,5
3743,3,2,0,2,0,3,14,7,0,6,123,0,3
3744,3,2,0,0,0,3,14,7,0,1,36,0,4
3745,3,2,0,1,0,3,14,8,0,3,88,0,3
3746,3,2,0,1,0,3,14,8,0,3,195,2,5
3747,3,2,0,1,0,3,14,8,0,6,68,0,3
3748,3,2,0,1,0,3,14,8,0,1,3,0,4
3749,3,2,0,1,0,3,14,9,0,3,131,2,5
3750,3,2,0,1,0,3,14,9,0,4,29,0,2
3751,3,2,0,1,0,3,14,9,0,5,183,0,4
3752,3,2,0,1,0,3,14,10,0,1,163,0,3
3753,3,2,0,1,0,3,14,11,0,6,117,2,5
3754,3,2,0,1,0,3,14,13,0,1,147,0,4
3755,3,2,0,0,0,3,14,13,0,4,172,2,5
3756,3,2,0,1,0,3,14,14,0,0,152,0,2
3757,3,2,0,1,0,3,14,15,0,3,149,0,3
3758,3,2,0,0,0,3,14,15,0,3,128,0,4
3759,3,2,0,0,0,3,14,15,0,6,99,2,5
3760,3,2,0,0,0,3,14,16,0,3,149,0,3
3761,3,2,0,1,0,3,14,16,0,6,66,0,3
3762,3,2,0,0,0,3,14,16,0,6,77,2,5
3763,3,2,0,1,0,3,14,16,0,1,49,2,5
3764,3,2,0,1,0,3,14,16,0,2,34,0,2
3765,3,2,0,0,0,3,14,17,0,6,168,0,4
3766,3,2,0,1,0,3,14,17,0,6,95,2,5
3767,3,2,0,1,0,3,14,17,0,6,78,0,3
3768,3,2,0,1,0,3,14,17,0,1,163,2,5
3769,3,2,0,1,0,3,14,18,0,0,38,2,5
3770,3,2,0,1,0,3,14,18,0,0,152,2,1
3771,3,2,0,0,0,3,14,18,0,6,66,1,5
3772,3,2,0,1,0,3,14,18,0,4,174,0,2
3773,3,2,0,2,0,3,14,18,0,7,22,2,5
3774,3,2,0,1,0,3,14,18,0,4,17,0,4
3775,3,2,0,1,0,3,14,19,0,3,149,0,2
3776,3,2,0,1,0,3,14,19,0,6,78,2,5
3777,3,2,0,1,0,3,14,20,0,6,68,2,5
3778,3,2,0,1,0,3,14,20,0,4,14,0,3
3779,3,2,0,1,0,3,14,20,0,4,106,0,2
3780,3,2,0,1,0,3,14,22,0,5,25,2,5
3781,3,2,0,0,0,3,14,22,0,1,4,1,5
3782,3,2,0,1,0,3,14,22,0,4,181,0,3
3783,3,2,0,1,0,3,14,22,0,4,106,2,5
3784,3,2,0,0,0,3,14,23,0,2,189,2,5
3785,6,2,0,1,0,3,15,7,0,3,129,0,3
3786,6,2,0,0,0,3,15,7,0,6,68,0,2
3787,6,2,0,0,0,3,15,7,0,1,138,1,5
3788,6,2,0,0,0,3,15,8,0,0,38,2,8
3789,6,2,0,1,0,3,15,8,0,0,152,0,3
3790,6,2,0,1,0,3,15,8,0,3,75,0,3
3791,6,2,0,1,0,3,15,8,0,1,103,2,5
3792,6,2,0,1,0,3,15,8,0,5,25,0,2
3793,6,2,0,1,0,3,15,8,0,7,54,2,5
3794,6,2,0,1,0,3,15,8,0,1,4,0,2
3795,6,2,0,1,0,3,15,8,0,1,125,0,2
3796,6,2,0,1,0,3,15,9,0,6,68,2,5
3797,6,2,0,1,0,3,15,9,0,4,79,2,5
3798,6,2,0,1,0,3,15,9,0,1,4,2,5
3799,6,2,0,1,0,3,15,10,0,3,131,0,3
3800,6,2,0,0,0,3,15,10,0,6,165,1,5
3801,6,2,0,0,0,3,15,10,0,4,94,0,2
3802,6,2,0,1,0,3,15,10,0,1,65,2,5
3803,6,2,0,1,0,3,15,10,0,4,175,2,5
3804,6,2,0,0,0,3,15,12,0,2,34,2,5
3805,6,2,0,0,0,3,15,13,0,3,149,0,2
3806,6,2,0,1,0,3,15,13,0,6,118,2,5
3807,6,2,0,1,0,3,15,13,0,6,194,2,5
3808,6,2,0,0,0,3,15,13,0,1,103,2,5
3809,6,2,0,1,0,3,15,14,0,3,167,0,3
3810,6,2,0,1,0,3,15,14,0,5,143,2,5
3811,6,2,0,1,0,3,15,15,0,3,131,0,2
3812,6,2,0,0,0,3,15,15,0,2,192,0,2
3813,6,2,0,1,0,3,15,16,0,4,187,0,3
3814,6,2,0,1,0,3,15,16,0,4,181,2,5
3815,6,2,0,0,0,3,15,17,0,0,38,2,5
3816,6,2,0,1,0,3,15,17,0,0,38,0,3
3817,6,2,0,0,0,3,15,17,0,3,129,1,5
3818,6,2,0,0,0,3,15,17,0,6,168,1,5
3819,6,2,0,1,0,3,15,17,0,4,11,2,5
3820,6,2,0,1,0,3,15,18,0,4,43,2,5
3821,6,2,0,1,0,3,15,18,0,1,125,2,5
3822,6,2,0,1,0,3,15,19,0,4,79,2,5
3823,6,2,0,0,0,3,15,20,0,3,2,0,3
3824,6,2,0,0,0,3,15,20,0,1,111,2,5
3825,6,2,0,1,0,3,15,21,0,1,80,2,5
3826,6,2,0,1,0,3,15,22,0,0,38,2,5
3827,6,2,0,0,0,3,15,23,0,0,38,0,3
3828,6,2,0,1,0,3,15,23,0,6,1,2,5
3829,6,2,0,1,0,3,15,23,0,6,134,0,2
3830,2,2,0,1,0,3,16,0,0,1,114,2,5
3831,2,2,0,1,0,3,16,0,0,2,34,0,3
3832,2,2,0,1,0,3,16,1,0,1,125,2,5
3833,2,2,0,0,0,3,16,3,0,1,163,2,5
3834,2,2,4,1,0,3,16,7,0,6,68,2,5
3835,2,2,0,1,0,3,16,7,0,1,103,2,5
3836,2,2,0,1,0,3,16,7,0,5,183,0,2
3837,2,2,0,0,0,3,16,8,0,1,103,0,3
3838,2,2,0,1,0,3,16,8,0,1,103,0,3
3839,2,2,0,0,0,3,16,9,0,3,124,2,5
3840,2,2,0,1,0,3,16,11,0,4,181,2,5
3841,2,2,0,1,0,3,16,12,0,1,171,0,2
3842,2,2,0,1,0,3,16,12,0,7,96,0,3
3843,2,2,0,1,0,3,16,13,0,1,144,0,3
3844,2,2,0,1,0,3,16,13,0,4,175,4,7
3845,2,2,0,1,0,3,16,14,0,0,38,0,3
3846,2,2,0,0,0,3,16,14,0,6,126,1,5
3847,2,2,0,1,0,3,16,14,0,1,103,0,2
3848,2,2,0,0,0,3,16,14,0,1,125,0,3
3849,2,2,0,1,0,3,16,14,0,4,150,0,3
3850,2,2,0,1,0,3,16,15,0,6,99,2,5
3851,2,2,0,1,0,3,16,15,0,4,94,0,3
3852,2,2,0,0,0,3,16,16,0,6,99,2,5
3853,2,2,0,1,0,3,16,16,0,1,49,2,5
3854,2,2,0,1,0,3,16,16,0,1,114,0,3
3855,2,2,0,1,0,3,16,16,0,2,189,0,2
3856,2,2,0,1,0,3,16,17,0,6,117,0,2
3857,2,2,0,0,0,3,16,17,0,6,66,2,5
3858,2,2,0,0,0,3,16,17,0,1,103,0,2
3859,2,2,0,0,0,3,16,17,0,4,11,2,5
3860,2,2,0,1,0,3,16,17,0,4,94,0,2
3861,2,2,0,0,0,3,16,17,0,5,153,0,4
3862,2,2,0,0,0,3,16,17,0,1,65,2,5
3863,2,2,0,1,0,3,16,17,0,1,138,2,5
3864,2,2,0,1,0,3,16,18,0,3,129,0,3
3865,2,2,0,1,0,3,16,18,0,6,165,2,5
3866,2,2,0,0,0,3,16,19,0,6,68,0,4
3867,2,2,0,1,0,3,16,19,0,6,77,0,2
3868,2,2,0,1,0,3,16,19,0,6,168,0,3
3869,2,2,0,1,0,3,16,19,0,6,78,0,3
3870,2,2,0,1,0,3,16,19,0,6,194,2,5
3871,2,2,0,0,0,3,16,19,0,4,174,0,2
3872,2,2,0,1,0,3,16,19,0,1,4,2,5
3873,2,2,0,2,0,3,16,20,0,3,131,2,5
3874,2,2,0,0,0,3,16,20,0,4,94,1,5
3875,2,2,0,1,0,3,16,20,0,1,163,2,5
3876,2,2,0,1,0,3,16,21,0,2,192,2,5
3877,2,2,0,1,0,3,16,22,0,0,152,1,5
3878,2,2,0,1,0,3,16,22,0,1,171,0,2
3879,2,2,0,1,0,3,16,23,0,4,173,0,2
3880,2,2,0,1,0,3,16,23,0,1,4,0,4
3881,2,2,0,0,0,3,16,23,0,1,125,2,5
3882,1,2,0,1,0,3,17,0,0,7,46,0,3
3883,1,2,0,2,0,3,17,2,0,4,175,2,5
3884,1,2,0,1,0,3,17,3,0,3,131,2,5
3885,1,2,0,1,0,3,17,3,0,4,94,0,3
3886,1,2,0,1,0,3,17,5,0,1,151,0,2
3887,1,2,0,1,0,3,17,6,0,3,149,0,2
3888,1,2,0,0,0,3,17,6,0,0,38,0,4
3889,1,2,0,1,0,3,17,7,0,1,4,2,5
3890,1,2,0,0,0,3,17,8,0,3,110,2,5
3891,1,2,0,1,0,3,17,8,0,3,129,2,5
3892,1,2,0,1,0,3,17,8,0,6,78,0,2
3893,1,2,0,1,0,3,17,8,0,5,89,0,3
3894,1,2,0,1,0,3,17,8,0,1,157,2,5
3895,1,2,0,1,0,3,17,9,0,4,43,0,3
3896,1,2,0,1,0,3,17,9,0,4,63,2,5
3897,1,2,0,1,0,3,17,9,0,4,175,0,3
3898,1,2,0,1,0,3,17,10,0,1,125,0,2
3899,1,2,0,1,0,3,17,11,0,6,78,2,5
3900,1,2,0,1,0,3,17,13,0,3,131,2,5
3901,1,2,0,1,0,3,17,14,0,3,149,0,3
3902,1,2,0,1,0,3,17,14,0,3,137,0,3
3903,1,2,0,1,0,3,17,14,0,6,78,0,2
3904,1,2,0,1,0,3,17,14,0,4,17,0,4
3905,1,2,0,1,0,3,17,15,0,0,38,0,3
3906,1,2,0,1,0,3,17,15,0,6,179,2,5
3907,1,2,0,1,0,3,17,15,0,4,175,0,2
3908,1,2,0,1,0,3,17,15,0,4,175,2,5
3909,1,2,0,1,0,3,17,16,0,3,132,2,5
3910,1,2,0,0,0,3,17,16,0,1,144,0,4
3911,1,2,0,1,0,3,17,16,0,4,187,0,3
3912,1,2,0,0,0,3,17,17,0,0,82,0,2
3913,1,2,0,1,0,3,17,19,0,3,131,2,5
3914,1,2,0,0,0,3,17,19,0,1,103,2,5
3915,1,2,0,1,0,3,17,20,0,6,78,2,5
3916,1,2,0,1,0,3,17,20,0,7,22,0,2
3917,1,2,0,1,0,3,17,20,0,1,111,0,3
3918,1,2,0,1,0,3,17,21,0,6,66,0,2
3919,1,2,0,1,0,3,17,21,0,4,11,0,3
3920,1,2,0,0,0,3,17,21,0,4,79,0,3
3921,1,2,0,1,0,3,17,21,0,4,63,0,3
3922,1,2,0,0,0,3,17,22,0,6,152,2,5
3923,1,2,0,1,0,3,17,22,0,6,66,2,5
3924,1,2,0,0,0,3,17,23,0,6,179,2,5
3925,1,2,0,1,0,3,17,23,0,1,42,0,2
3926,1,2,0,1,0,3,17,23,0,1,138,1,5
3927,0,2,0,1,0,3,18,3,0,6,68,0,3
3928,0,5,0,1,0,3,18,5,0,1,36,0,3
3929,0,2,0,1,0,3,18,7,0,6,168,2,5
3930,0,2,0,1,0,3,18,7,0,2,32,1,5
3931,0,2,0,1,0,3,18,8,0,5,100,2,5
3932,0,2,0,1,0,3,18,9,0,6,95,2,5
3933,0,2,0,1,0,3,18,9,0,1,65,0,3
3934,0,2,0,1,0,3,18,11,0,2,135,2,5
3935,0,2,0,1,0,3,18,12,0,1,144,2,5
3936,0,2,0,0,0,3,18,12,0,3,128,0,3
3937,0,2,0,1,0,3,18,12,0,2,34,0,3
3938,0,2,0,1,0,3,18,12,0,7,184,0,3
3939,0,2,0,1,0,3,18,13,0,6,165,0,3
3940,0,2,0,1,0,3,18,14,0,3,131,0,3
3941,0,2,0,0,0,3,18,14,0,1,49,0,3
3942,0,2,0,1,0,3,18,15,0,3,195,2,5
3943,0,2,0,1,0,3,18,15,0,1,138,0,3
3944,0,2,0,1,0,3,18,16,0,5,100,2,5
3945,0,2,0,1,0,3,18,17,0,3,195,2,5
3946,0,2,0,1,0,3,18,17,0,3,124,0,2
3947,0,2,0,1,0,3,18,17,0,3,137,0,3
3948,0,2,0,1,0,3,18,17,0,6,78,0,2
3949,0,2,0,0,0,3,18,17,0,6,77,0,4
3950,0,2,0,1,0,3,18,18,0,1,171,0,3
3951,0,2,0,1,0,3,18,18,0,1,145,2,5
3952,0,2,0,1,0,3,18,18,0,4,174,2,5
3953,0,2,0,1,0,3,18,18,0,5,89,0,3
3954,0,2,0,1,0,3,18,18,0,1,111,2,5
3955,0,2,0,1,0,3,18,19,0,6,119,2,5
3956,0,2,0,1,0,3,18,19,0,1,114,0,3
3957,0,2,0,1,0,3,18,20,0,3,128,0,3
3958,0,2,0,1,0,3,18,20,0,1,157,0,4
3959,0,2,0,1,0,3,18,21,0,4,174,2,5
3960,0,2,0,1,0,3,18,21,0,5,25,2,5
3961,0,2,0,1,0,3,18,22,0,3,149,2,5
3962,0,5,0,1,0,3,18,22,0,3,64,2,5
3963,0,2,0,1,0,3,18,22,0,5,25,2,5
3964,0,2,0,1,0,3,18,22,0,7,98,0,3
3965,0,2,0,1,0,3,18,22,0,7,98,2,5
3966,5,2,0,1,0,3,19,0,0,1,81,0,3
3967,5,2,0,1,0,3,19,1,0,6,194,0,2
3968,5,2,0,1,0,3,19,1,0,6,78,2,5
3969,5,2,0,0,0,3,19,1,0,1,114,2,5
3970,5,2,0,1,0,3,19,1,0,1,4,2,5
3971,5,2,0,1,0,3,19,2,0,0,38,0,3
3972,5,2,0,1,0,3,19,2,0,3,131,0,2
3973,5,2,0,1,0,3,19,3,0,5,25,0,3
3974,5,2,0,1,0,3,19,6,0,1,114,2,5
3975,5,2,0,1,0,3,19,6,0,1,151,0,2
3976,5,2,0,1,0,3,19,6,0,4,19,0,3
3977,5,2,0,1,0,3,19,7,0,6,168,0,2
3978,5,2,0,2,0,3,19,7,0,4,175,2,5
3979,5,2,0,0,0,3,19,8,0,1,80,0,3
3980,5,2,0,1,0,3,19,8,0,2,0,2,5
3981,5,2,0,0,0,3,19,9,0,0,38,2,8
3982,5,2,0,1,0,3,19,9,0,4,175,2,5
3983,5,2,0,0,0,3,19,10,0,1,36,1,5
3984,5,2,0,1,0,3,19,11,0,1,103,2,5
3985,5,2,0,1,0,3,19,11,0,1,171,2,5
3986,5,2,0,1,0,3,19,11,0,4,174,2,5
3987,5,2,0,1,0,3,19,11,0,5,25,0,3
3988,5,2,0,1,0,3,19,11,0,1,4,0,3
3989,5,2,0,1,0,3,19,12,0,3,149,0,3
3990,5,2,0,1,0,3,19,12,0,6,78,2,5
3991,5,2,0,1,0,3,19,12,0,1,125,0,2
3992,5,2,0,0,0,3,19,13,0,1,103,2,5
3993,5,2,0,1,0,3,19,13,0,4,106,2,5
3994,5,2,0,1,0,3,19,14,0,4,31,0,3
3995,5,2,0,1,0,3,19,14,0,4,174,2,5
3996,5,2,0,1,0,3,19,14,0,5,25,2,5
3997,5,2,0,1,0,3,19,15,0,5,100,2,5
3998,5,2,0,1,0,3,19,15,0,0,38,0,3
3999,5,2,0,1,0,3,19,15,0,3,131,2,5
4000,5,2,0,1,0,3,19,15,0,2,34,0,3
4001,5,2,0,1,0,3,19,16,0,6,68,2,5
4002,5,2,0,1,0,3,19,16,0,2,189,0,2
4003,5,2,0,0,0,3,19,16,0,1,138,2,5
4004,5,2,0,1,0,3,19,17,0,7,98,0,3
4005,5,2,0,1,0,3,19,17,0,1,151,0,4
4006,5,2,0,1,0,3,19,17,0,1,138,0,2
4007,5,2,0,1,0,3,19,18,0,2,192,2,5
4008,5,2,0,1,0,3,19,18,0,3,110,2,5
4009,5,2,0,0,0,3,19,18,0,6,126,0,3
4010,5,2,0,1,0,3,19,18,0,6,66,0,3
4011,5,2,0,1,0,3,19,18,0,2,34,2,5
4012,5,2,0,1,0,3,19,18,0,4,94,0,3
4013,5,2,0,1,0,3,19,19,0,3,124,0,3
4014,5,2,0,1,0,3,19,19,0,3,88,0,3
4015,5,2,0,1,0,3,19,19,0,3,128,0,2
4016,5,2,0,1,0,3,19,19,0,6,78,2,5
4017,5,2,0,1,0,3,19,20,0,3,83,2,5
4018,5,2,0,1,0,3,19,20,0,1,114,0,3
4019,5,2,0,1,0,3,19,20,0,2,32,0,3
4020,5,2,0,1,0,3,19,20,0,1,138,2,5
4021,5,2,0,1,0,3,19,21,0,1,42,0,3
4022,5,2,0,2,0,3,19,23,0,1,103,2,5
4023,4,2,0,1,0,3,20,2,0,5,183,0,3
4024,4,2,0,1,0,3,20,2,0,5,89,0,3
4025,4,2,0,1,0,3,20,3,0,7,178,0,2
4026,4,2,0,0,0,3,20,8,0,7,8,2,5
4027,4,2,0,0,0,3,20,8,0,4,14,2,5
4028,4,2,0,1,0,3,20,9,0,3,129,2,5
4029,4,2,0,0,0,3,20,10,0,3,167,2,5
4030,4,2,0,0,0,3,20,11,0,3,124,0,3
4031,4,2,0,1,0,3,20,11,0,3,75,2,5
4032,4,2,0,1,0,3,20,12,0,3,155,0,3
4033,4,2,0,1,0,3,20,12,0,3,167,2,5
4034,4,2,0,0,0,3,20,13,0,6,68,2,5
4035,4,2,0,1,0,3,20,13,0,1,114,2,5
4036,4,2,0,1,0,3,20,13,0,5,166,2,5
4037,4,2,0,1,0,3,20,15,0,3,75,2,5
4038,4,2,0,0,0,3,20,16,0,4,172,2,5
4039,4,2,0,2,0,3,20,17,0,6,1,2,5
4040,4,2,0,1,0,3,20,17,0,6,168,0,3
4041,4,2,0,1,0,3,20,17,0,1,114,0,4
4042,4,2,0,0,0,3,20,17,0,1,4,2,5
4043,4,2,0,1,0,3,20,17,0,4,150,0,3
4044,4,2,0,1,0,3,20,18,0,1,114,2,5
4045,4,2,0,1,0,3,20,18,0,1,36,2,5
4046,4,2,0,1,0,3,20,19,0,1,151,0,2
4047,4,2,0,0,0,3,20,20,0,3,137,0,2
4048,4,2,0,1,0,3,20,20,0,2,189,0,2
4049,4,2,0,1,0,3,20,21,0,6,66,2,5
4050,4,2,0,1,0,3,20,21,0,1,144,0,2
4051,4,2,0,1,0,3,20,21,0,5,89,0,2
4052,4,2,0,1,0,3,20,22,0,6,68,2,5
4053,4,2,0,1,0,3,20,22,0,5,89,0,2
4054,4,2,0,1,0,3,20,22,0,1,163,2,5
4055,4,2,0,0,0,3,20,22,0,4,70,0,3
4056,3,2,0,1,0,3,21,1,0,3,75,0,2
4057,3,2,0,0,0,3,21,4,0,7,56,2,5
4058,3,2,0,0,0,3,21,7,0,3,124,1,5
4059,3,2,0,0,0,3,21,8,0,0,38,2,5
4060,3,2,0,0,0,3,21,8,0,3,131,2,5
4061,3,2,0,1,0,3,21,8,0,4,94,2,5
4062,3,2,0,1,0,3,21,8,0,4,174,2,5
4063,3,2,0,1,0,3,21,8,0,1,125,2,5
4064,3,2,0,1,0,3,21,9,0,6,68,0,3
4065,3,2,0,1,0,3,21,9,0,6,116,2,5
4066,3,2,0,0,0,3,21,9,0,5,153,2,5
4067,3,2,0,1,0,3,21,9,0,5,183,0,3
4068,3,2,0,1,0,3,21,9,0,4,175,2,5
4069,3,2,0,1,0,3,21,10,0,2,185,2,5
4070,3,2,0,1,0,3,21,11,0,3,137,2,5
4071,3,2,0,1,0,3,21,11,0,4,174,2,5
4072,3,2,0,0,0,3,21,12,0,0,38,1,5
4073,3,2,0,0,0,3,21,12,0,5,25,0,2
4074,3,2,0,0,0,3,21,12,0,4,181,0,3
4075,3,2,0,1,0,3,21,13,0,6,78,0,2
4076,3,2,0,1,0,3,21,13,0,1,163,0,3
4077,3,2,0,1,0,3,21,14,0,6,179,2,1
4078,3,2,0,1,0,3,21,14,0,6,68,0,3
4079,3,2,0,1,0,3,21,14,0,6,68,2,5
4080,3,2,0,1,0,3,21,14,0,4,174,2,5
4081,3,2,0,1,0,3,21,15,0,1,158,2,5
4082,3,2,0,1,0,3,21,16,0,3,76,2,5
4083,3,2,0,1,0,3,21,16,0,2,146,0,3
4084,3,2,0,1,0,3,21,16,0,5,142,2,5
4085,3,2,0,0,0,3,21,16,0,4,173,2,5
4086,3,2,0,1,0,3,21,16,0,1,4,2,5
4087,3,2,0,1,0,3,21,17,0,4,21,2,5
4088,3,2,0,1,0,3,21,17,0,3,129,2,1
4089,3,0,0,0,0,3,21,18,0,3,148,1,5
4090,3,2,0,1,0,3,21,18,0,3,131,0,3
4091,3,2,0,1,0,3,21,18,0,3,129,2,5
4092,3,2,0,1,0,3,21,18,0,6,68,2,5
4093,3,2,0,1,0,3,21,18,0,6,68,0,2
4094,3,2,0,1,0,3,21,18,0,6,68,0,2
4095,3,2,0,1,0,3,21,19,0,6,116,0,3
4096,3,2,0,1,0,3,21,20,0,1,138,2,5
4097,3,2,0,0,0,3,21,20,0,1,151,0,3
4098,3,2,0,1,0,3,21,20,0,1,81,2,5
4099,3,2,0,1,0,3,21,20,0,4,175,2,5
4100,3,3,4,0,0,3,21,21,0,0,38,2,5
4101,3,2,0,0,0,3,21,21,0,6,126,1,5
4102,3,2,0,1,0,3,21,21,0,6,68,2,5
4103,3,2,0,1,0,3,21,22,0,3,129,2,5
4104,3,2,0,0,0,3,21,22,0,1,144,0,4
4105,3,2,0,0,0,3,21,23,0,1,49,0,4
4106,6,2,0,1,0,3,22,1,0,4,173,0,3
4107,6,2,0,1,0,3,22,6,0,4,173,2,5
4108,6,3,4,0,0,3,22,6,0,4,175,0,4
4109,6,2,0,1,0,3,22,7,0,3,149,0,3
4110,6,2,0,0,0,3,22,7,0,1,49,2,5
4111,6,2,0,1,0,3,22,8,0,0,82,2,5
4112,6,2,0,1,0,3,22,8,0,1,144,2,5
4113,6,2,0,1,0,3,22,8,0,1,171,0,3
4114,6,2,0,1,0,3,22,8,0,2,189,0,2
4115,6,2,0,1,0,3,22,8,0,5,183,2,5
4116,6,2,0,1,0,3,22,11,0,5,25,0,2
4117,6,2,0,1,0,3,22,13,0,6,66,2,5
4118,6,2,0,1,0,3,22,13,0,6,71,2,5
4119,6,2,0,1,0,3,22,13,0,1,80,0,3
4120,6,2,0,1,0,3,22,13,0,1,49,0,2
4121,6,3,4,1,0,3,22,14,0,2,185,0,3
4122,6,2,0,0,0,3,22,14,0,2,146,2,5
4123,6,2,0,1,0,3,22,14,0,2,34,2,5
4124,6,2,0,1,0,3,22,14,0,5,25,2,5
4125,6,2,0,1,0,3,22,15,0,1,103,2,5
4126,6,2,0,0,0,3,22,15,0,1,163,2,5
4127,6,3,4,0,0,3,22,15,0,1,151,0,4
4128,6,3,4,1,0,3,22,16,0,0,38,2,5
4129,6,3,4,1,0,3,22,16,0,3,2,0,3
4130,6,2,0,1,0,3,22,16,0,1,36,2,5
4131,6,3,4,1,0,3,22,16,0,2,192,2,5
4132,6,3,4,1,0,3,22,16,0,5,89,0,3
4133,6,3,4,1,0,3,22,16,0,5,183,2,5
4134,6,2,0,1,0,3,22,16,0,5,25,2,5
4135,6,3,4,1,0,3,22,16,0,4,63,2,5
4136,6,3,4,1,0,3,22,16,0,4,70,0,3
4137,6,2,0,0,0,3,22,17,0,4,94,0,2
4138,6,2,0,1,0,3,22,17,0,5,153,2,5
4139,6,2,0,1,0,3,22,17,0,7,8,0,3
4140,6,3,4,1,0,3,22,17,0,4,175,2,5
4141,6,3,4,1,0,3,22,18,0,0,38,0,3
4142,6,3,4,1,0,3,22,18,0,3,164,0,3
4143,6,3,4,0,0,3,22,18,0,3,195,2,5
