,ID,요일,기상상태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,연,월,일,시간,도시,구,동,도로형태1,도로형태2,설치개수,cnt,급지구분_1,급지구분_2,급지구분_3
658,ACCIDENT_00658,월요일,맑음,건조,차대사람,횡단중,기타,승용,남,50세,기타불명,보행자,여,39세,경상,2019,1,21,16,대구광역시,동구,방촌동,기타,기타,917.0,,0.0,0.0,2.0
659,ACCIDENT_00659,월요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,35세,상해없음,이륜,여,27세,경상,2019,1,21,16,대구광역시,달서구,진천동,단일로,기타,627.0,,0.0,1.0,3.0
660,ACCIDENT_00660,월요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,59세,경상,승용,여,54세,경상,2019,1,21,17,대구광역시,달서구,월암동,교차로,교차로안,96.0,,0.0,0.0,8.0
661,ACCIDENT_00661,월요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,26세,상해없음,이륜,남,30세,경상,2019,1,21,17,대구광역시,북구,침산동,교차로,교차로안,732.0,7.0,8.0,15.0,2.0
662,ACCIDENT_00662,월요일,맑음,건조,차대차,측면충돌,안전운전불이행,이륜,남,21세,상해없음,승용,남,22세,경상,2019,1,21,18,대구광역시,서구,내당동,단일로,기타,,,,,
663,ACCIDENT_00663,월요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,26세,상해없음,이륜,남,57세,경상,2019,1,21,19,대구광역시,수성구,매호동,단일로,기타,,,,,
664,ACCIDENT_00664,월요일,맑음,건조,차대차,측면충돌,안전운전불이행,이륜,남,19세,경상,승용,남,26세,상해없음,2019,1,21,20,대구광역시,수성구,황금동,단일로,기타,,,,,
665,ACCIDENT_00665,월요일,맑음,건조,차대차,추돌,안전운전불이행,승합,남,58세,상해없음,승용,여,69세,경상,2019,1,21,20,대구광역시,달성군,논공읍,단일로,기타,1153.0,11.0,0.0,0.0,29.0
666,ACCIDENT_00666,월요일,맑음,건조,차대사람,횡단중,신호위반,이륜,남,56세,상해없음,보행자,여,67세,중상,2019,1,21,20,대구광역시,북구,동천동,교차로,교차로횡단보도내,70.0,7.0,0.0,0.0,7.0
667,ACCIDENT_00667,월요일,맑음,건조,차대차,측면충돌,신호위반,이륜,남,17세,경상,승용,여,36세,상해없음,2019,1,21,21,대구광역시,달성군,화원읍,교차로,교차로부근,940.0,19.0,0.0,0.0,14.0
668,ACCIDENT_00668,월요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,여,58세,상해없음,승용,여,42세,경상,2019,1,21,22,대구광역시,달서구,상인동,교차로,교차로안,843.0,,0.0,0.0,5.0
669,ACCIDENT_00669,월요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,35세,상해없음,승용,남,50세,경상,2019,1,21,22,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
670,ACCIDENT_00670,월요일,맑음,건조,차대차,추돌,신호위반,승용,남,24세,상해없음,이륜,남,18세,경상,2019,1,21,22,대구광역시,북구,구암동,교차로,교차로안,273.0,10.0,0.0,0.0,7.0
671,ACCIDENT_00671,화요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,70세,경상,승용,남,64세,경상,2019,1,22,2,대구광역시,수성구,범어동,교차로,교차로부근,,,,,
672,ACCIDENT_00672,화요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,24세,상해없음,이륜,남,21세,경상,2019,1,22,2,대구광역시,북구,칠성동2가,교차로,교차로안,268.0,4.0,20.0,0.0,0.0
673,ACCIDENT_00673,화요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,43세,상해없음,승합,남,62세,중상,2019,1,22,4,대구광역시,수성구,수성동2가,단일로,기타,,,,,
674,ACCIDENT_00674,화요일,맑음,건조,차대사람,횡단중,안전운전불이행,화물,남,43세,상해없음,보행자,여,69세,사망,2019,1,22,6,대구광역시,북구,구암동,단일로,지하차도(도로)내,273.0,10.0,0.0,0.0,7.0
675,ACCIDENT_00675,화요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,47세,상해없음,이륜,남,56세,중상,2019,1,22,7,대구광역시,북구,칠성동2가,기타,기타,268.0,4.0,20.0,0.0,0.0
676,ACCIDENT_00676,화요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,63세,상해없음,이륜,남,39세,중상,2019,1,22,8,대구광역시,서구,내당동,교차로,교차로안,,,,,
677,ACCIDENT_00677,화요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,34세,상해없음,이륜,남,52세,중상,2019,1,22,9,대구광역시,북구,침산동,단일로,기타,732.0,7.0,8.0,15.0,2.0
678,ACCIDENT_00678,화요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,37세,상해없음,승합,남,53세,경상,2019,1,22,10,대구광역시,수성구,만촌동,단일로,기타,,,,,
679,ACCIDENT_00679,화요일,맑음,건조,차대차,정면충돌,신호위반,승용,남,60세,상해없음,승용,여,29세,경상,2019,1,22,10,대구광역시,달성군,현풍읍,교차로,교차로안,,,,,
680,ACCIDENT_00680,화요일,맑음,건조,차대차,후진중충돌,안전운전불이행,승용,남,68세,상해없음,승용,남,50세,경상,2019,1,22,13,대구광역시,동구,불로동,교차로,교차로부근,622.0,,0.0,0.0,2.0
681,ACCIDENT_00681,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,64세,경상,건설기계,남,38세,경상,2019,1,22,13,대구광역시,달성군,다사읍,교차로,교차로안,876.0,30.0,0.0,0.0,2.0
682,ACCIDENT_00682,화요일,맑음,건조,차대차,기타,기타,이륜,남,30세,경상,승합,남,32세,상해없음,2019,1,22,14,대구광역시,수성구,만촌동,교차로,교차로안,,,,,
683,ACCIDENT_00683,화요일,맑음,건조,차대사람,기타,안전운전불이행,승용,여,48세,상해없음,보행자,남,36세,부상신고,2019,1,22,16,대구광역시,북구,칠성동1가,단일로,기타,79.0,,11.0,0.0,0.0
684,ACCIDENT_00684,화요일,맑음,건조,차대차,기타,안전운전불이행,이륜,남,76세,경상,승용,여,33세,경상,2019,1,22,16,대구광역시,달서구,감삼동,교차로,교차로안,932.0,,0.0,1.0,3.0
685,ACCIDENT_00685,화요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,61세,경상,승용,남,22세,부상신고,2019,1,22,17,대구광역시,달서구,본동,단일로,기타,290.0,,0.0,0.0,2.0
686,ACCIDENT_00686,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,31세,상해없음,승용,남,37세,경상,2019,1,22,17,대구광역시,중구,계산동2가,단일로,기타,86.0,,2.0,0.0,0.0
687,ACCIDENT_00687,화요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,48세,상해없음,승용,남,36세,부상신고,2019,1,22,18,대구광역시,수성구,황금동,교차로,교차로안,,,,,
688,ACCIDENT_00688,화요일,맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,여,54세,상해없음,보행자,여,77세,경상,2019,1,22,18,대구광역시,수성구,시지동,교차로,교차로횡단보도내,,,,,
689,ACCIDENT_00689,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,41세,상해없음,이륜,남,19세,경상,2019,1,22,19,대구광역시,동구,신서동,단일로,기타,233.0,,,,
690,ACCIDENT_00690,화요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,47세,상해없음,승용,남,37세,경상,2019,1,22,19,대구광역시,동구,용계동,교차로,교차로안,352.0,,,,
691,ACCIDENT_00691,화요일,맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,남,62세,상해없음,이륜,남,40세,경상,2019,1,22,19,대구광역시,북구,산격동,교차로,교차로안,968.0,8.0,0.0,29.0,13.0
692,ACCIDENT_00692,화요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,51세,상해없음,승용,여,37세,경상,2019,1,22,19,대구광역시,북구,산격동,단일로,기타,968.0,8.0,0.0,29.0,13.0
693,ACCIDENT_00693,화요일,맑음,건조,차대차,추돌,불법유턴,승용,남,59세,상해없음,승용,남,30세,경상,2019,1,22,20,대구광역시,수성구,범어동,교차로,교차로부근,,,,,
694,ACCIDENT_00694,화요일,맑음,건조,차대차,측면충돌,차로위반,승용,여,41세,상해없음,이륜,남,19세,경상,2019,1,22,20,대구광역시,달서구,상인동,단일로,기타,843.0,,0.0,0.0,5.0
695,ACCIDENT_00695,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,46세,상해없음,이륜,남,20세,중상,2019,1,22,20,대구광역시,달서구,상인동,단일로,기타,843.0,,0.0,0.0,5.0
696,ACCIDENT_00696,화요일,맑음,건조,차대차,측면충돌,신호위반,승용,여,50세,상해없음,승용,남,61세,경상,2019,1,22,20,대구광역시,북구,동천동,교차로,교차로안,70.0,7.0,0.0,0.0,7.0
697,ACCIDENT_00697,화요일,맑음,건조,차대사람,횡단중,안전운전불이행,승용,남,64세,상해없음,보행자,여,55세,중상,2019,1,22,22,대구광역시,수성구,연호동,교차로,교차로안,,,,,
698,ACCIDENT_00698,화요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,49세,상해없음,승용,남,23세,경상,2019,1,22,23,대구광역시,동구,용계동,단일로,기타,352.0,,,,
699,ACCIDENT_00699,화요일,맑음,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,남,33세,상해없음,보행자,남,29세,경상,2019,1,22,23,대구광역시,중구,공평동,단일로,기타,71.0,,4.0,0.0,0.0
700,ACCIDENT_00700,수요일,맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,남,38세,상해없음,보행자,남,45세,중상,2019,1,23,1,대구광역시,수성구,수성동1가,교차로,교차로부근,,,,,
701,ACCIDENT_00701,수요일,맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,남,34세,상해없음,보행자,남,73세,중상,2019,1,23,6,대구광역시,중구,대봉동,교차로,교차로횡단보도내,637.0,,5.0,0.0,0.0
702,ACCIDENT_00702,수요일,맑음,건조,차대차,추돌,안전운전불이행,화물,남,67세,상해없음,승용,여,31세,부상신고,2019,1,23,9,대구광역시,달성군,다사읍,단일로,기타,876.0,30.0,0.0,0.0,2.0
703,ACCIDENT_00703,수요일,맑음,건조,차대사람,기타,보행자보호의무위반,승용,남,35세,상해없음,보행자,여,85세,중상,2019,1,23,9,대구광역시,중구,남산동,단일로,기타,1474.0,9.0,12.0,0.0,0.0
704,ACCIDENT_00704,수요일,맑음,건조,차대차,기타,안전운전불이행,승용,여,48세,상해없음,승용,여,68세,경상,2019,1,23,9,대구광역시,북구,서변동,단일로,기타,237.0,5.0,0.0,0.0,3.0
705,ACCIDENT_00705,수요일,맑음,건조,차대차,기타,안전운전불이행,화물,남,37세,상해없음,화물,남,47세,경상,2019,1,23,10,대구광역시,달성군,화원읍,단일로,기타,940.0,19.0,0.0,0.0,14.0
706,ACCIDENT_00706,수요일,맑음,건조,차대차,측면충돌,차로위반,승용,남,65세,상해없음,화물,남,36세,경상,2019,1,23,10,대구광역시,서구,내당동,단일로,기타,,,,,
707,ACCIDENT_00707,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,이륜,남,59세,상해없음,자전거,남,66세,중상,2019,1,23,12,대구광역시,북구,태전동,교차로,교차로부근,306.0,13.0,0.0,14.0,1.0
708,ACCIDENT_00708,수요일,맑음,건조,차대차,기타,신호위반,이륜,남,52세,중상,승합,남,61세,상해없음,2019,1,23,13,대구광역시,중구,덕산동,교차로,교차로안,13.0,1.0,,,
709,ACCIDENT_00709,수요일,맑음,건조,차대차,기타,안전운전불이행,화물,남,28세,상해없음,승용,남,29세,경상,2019,1,23,15,대구광역시,서구,이현동,교차로,교차로안,,,,,
710,ACCIDENT_00710,수요일,맑음,건조,차대사람,보도통행중,기타,이륜,남,22세,중상,보행자,남,12세,중상,2019,1,23,17,대구광역시,달서구,도원동,단일로,기타,91.0,,0.0,0.0,2.0
711,ACCIDENT_00711,수요일,맑음,건조,차대차,추돌,안전거리미확보,승용,남,53세,상해없음,승용,남,50세,상해없음,2019,1,23,17,대구광역시,북구,산격동,교차로,교차로안,968.0,8.0,0.0,29.0,13.0
712,ACCIDENT_00712,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,37세,부상신고,이륜,남,24세,경상,2019,1,23,18,대구광역시,서구,비산동,기타,기타,,,,,
713,ACCIDENT_00713,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,17세,상해없음,자전거,여,54세,중상,2019,1,23,18,대구광역시,달서구,성당동,교차로,교차로안,46.0,,0.0,1.0,2.0
714,ACCIDENT_00714,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,여,19세,경상,승용,남,20세,경상,2019,1,23,18,대구광역시,달서구,파호동,교차로,교차로안,37.0,,0.0,0.0,1.0
715,ACCIDENT_00715,수요일,맑음,건조,차대차,측면충돌,차로위반,승용,남,56세,상해없음,승용,남,35세,경상,2019,1,23,18,대구광역시,달서구,이곡동,교차로,교차로부근,404.0,,0.0,1.0,1.0
716,ACCIDENT_00716,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,71세,상해없음,원동기,남,26세,경상,2019,1,23,19,대구광역시,동구,신천동,교차로,교차로안,1032.0,,7.0,0.0,0.0
717,ACCIDENT_00717,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,72세,상해없음,이륜,남,40세,중상,2019,1,23,19,대구광역시,서구,내당동,단일로,기타,,,,,
718,ACCIDENT_00718,수요일,맑음,건조,차대사람,기타,안전운전불이행,화물,남,48세,상해없음,보행자,남,76세,중상,2019,1,23,19,대구광역시,북구,태전동,교차로,교차로안,306.0,13.0,0.0,14.0,1.0
719,ACCIDENT_00719,수요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,48세,상해없음,이륜,남,40세,중상,2019,1,23,20,대구광역시,수성구,수성동2가,교차로,교차로부근,,,,,
720,ACCIDENT_00720,수요일,맑음,건조,차대차,기타,안전운전불이행,이륜,남,22세,경상,승용,남,63세,부상신고,2019,1,23,20,대구광역시,달서구,신당동,교차로,교차로횡단보도내,528.0,,0.0,3.0,3.0
721,ACCIDENT_00721,수요일,맑음,건조,차대차,정면충돌,중앙선침범,승용,남,65세,상해없음,승용,여,34세,중상,2019,1,23,21,대구광역시,수성구,범어동,단일로,기타,,,,,
722,ACCIDENT_00722,수요일,맑음,건조,차대차,측면충돌,직진우회전진행방해,승용,남,47세,상해없음,원동기,남,19세,경상,2019,1,23,21,대구광역시,달서구,호산동,교차로,교차로안,213.0,,0.0,0.0,1.0
723,ACCIDENT_00723,수요일,맑음,건조,차대차,측면충돌,차로위반,승용,남,69세,상해없음,승용,남,24세,상해없음,2019,1,23,22,대구광역시,동구,신암동,단일로,고가도로위,2057.0,,0.0,1.0,0.0
724,ACCIDENT_00724,수요일,맑음,건조,차대사람,횡단중,안전운전불이행,승용,남,63세,상해없음,보행자,남,62세,경상,2019,1,23,23,대구광역시,수성구,만촌동,교차로,교차로안,,,,,
725,ACCIDENT_00725,목요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,22세,경상,승용,남,62세,상해없음,2019,1,24,0,대구광역시,수성구,지산동,단일로,기타,,,,,
726,ACCIDENT_00726,목요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,화물,남,35세,경상,승용,남,31세,상해없음,2019,1,24,0,대구광역시,서구,평리동,교차로,교차로안,,,,,
727,ACCIDENT_00727,목요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,42세,상해없음,승용,여,61세,경상,2019,1,24,1,대구광역시,북구,태전동,교차로,교차로부근,306.0,13.0,0.0,14.0,1.0
728,ACCIDENT_00728,목요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,25세,상해없음,승용,남,47세,경상,2019,1,24,6,대구광역시,북구,산격동,교차로,교차로안,968.0,8.0,0.0,29.0,13.0
729,ACCIDENT_00729,목요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,여,50세,기타불명,승용,남,44세,경상,2019,1,24,7,대구광역시,동구,방촌동,교차로,교차로횡단보도내,917.0,,0.0,0.0,2.0
730,ACCIDENT_00730,목요일,맑음,건조,차대차,추돌,안전거리미확보,승용,여,46세,경상,승용,남,45세,중상,2019,1,24,8,대구광역시,달서구,죽전동,단일로,기타,399.0,,0.0,3.0,1.0
731,ACCIDENT_00731,목요일,맑음,건조,차대사람,횡단중,신호위반,화물,남,75세,상해없음,보행자,남,7세,경상,2019,1,24,8,대구광역시,북구,매천동,단일로,기타,138.0,6.0,,,
732,ACCIDENT_00732,목요일,맑음,건조,차대사람,기타,불법유턴,승용,여,49세,상해없음,보행자,여,18세,경상,2019,1,24,8,대구광역시,북구,태전동,기타,기타,306.0,13.0,0.0,14.0,1.0
733,ACCIDENT_00733,목요일,맑음,건조,차대사람,차도통행중,안전운전불이행,승용,남,63세,상해없음,보행자,여,23세,중상,2019,1,24,9,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
734,ACCIDENT_00734,목요일,맑음,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,여,30세,상해없음,보행자,남,61세,경상,2019,1,24,9,대구광역시,서구,평리동,단일로,기타,,,,,
735,ACCIDENT_00735,목요일,맑음,건조,차대차,측면충돌,안전운전불이행,이륜,남,63세,부상신고,승용,남,32세,상해없음,2019,1,24,9,대구광역시,서구,내당동,교차로,교차로횡단보도내,,,,,
736,ACCIDENT_00736,목요일,맑음,건조,차대차,기타,신호위반,승용,남,57세,상해없음,이륜,남,27세,중상,2019,1,24,10,대구광역시,동구,신천동,교차로,교차로안,1032.0,,7.0,0.0,0.0
737,ACCIDENT_00737,목요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,40세,상해없음,승용,남,69세,경상,2019,1,24,10,대구광역시,수성구,중동,단일로,기타,730.0,4.0,0.0,1.0,0.0
738,ACCIDENT_00738,목요일,맑음,건조,차대차,기타,안전운전불이행,화물,남,56세,상해없음,승용,여,51세,경상,2019,1,24,10,대구광역시,달성군,다사읍,교차로,교차로안,876.0,30.0,0.0,0.0,2.0
739,ACCIDENT_00739,목요일,맑음,건조,차대사람,길가장자리구역통행중,안전운전불이행,승용,남,35세,상해없음,보행자,남,67세,경상,2019,1,24,11,대구광역시,남구,대명동,단일로,지하차도(도로)내,5377.0,26.0,20.0,1.0,0.0
740,ACCIDENT_00740,목요일,맑음,건조,차대사람,기타,기타,승용,남,41세,상해없음,보행자,남,45세,경상,2019,1,24,11,대구광역시,북구,태전동,단일로,기타,306.0,13.0,0.0,14.0,1.0
741,ACCIDENT_00741,목요일,맑음,건조,차대사람,차도통행중,안전운전불이행,승용,여,27세,상해없음,보행자,여,16세,경상,2019,1,24,14,대구광역시,수성구,범어동,단일로,기타,,,,,
742,ACCIDENT_00742,목요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,53세,상해없음,승용,남,27세,경상,2019,1,24,14,대구광역시,달서구,상인동,교차로,교차로부근,843.0,,0.0,0.0,5.0
743,ACCIDENT_00743,목요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,67세,기타불명,승용,여,34세,경상,2019,1,24,14,대구광역시,북구,고성동2가,단일로,기타,84.0,1.0,2.0,0.0,0.0
744,ACCIDENT_00744,목요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,20세,상해없음,승용,여,41세,중상,2019,1,24,15,대구광역시,동구,방촌동,교차로,교차로부근,917.0,,0.0,0.0,2.0
745,ACCIDENT_00745,목요일,맑음,건조,차대사람,보도통행중,안전운전불이행,승용,남,86세,상해없음,보행자,남,17세,경상,2019,1,24,15,대구광역시,수성구,황금동,단일로,기타,,,,,
746,ACCIDENT_00746,목요일,맑음,건조,차대차,측면충돌,차로위반,승용,남,35세,기타불명,승용,여,53세,경상,2019,1,24,15,대구광역시,중구,태평로3가,단일로,기타,47.0,,1.0,0.0,0.0
747,ACCIDENT_00747,목요일,맑음,건조,차대차,기타,안전거리미확보,승용,남,33세,경상,승용,남,59세,경상,2019,1,24,16,대구광역시,동구,불로동,단일로,기타,622.0,,0.0,0.0,2.0
748,ACCIDENT_00748,목요일,맑음,건조,차대차,추돌,안전운전불이행,이륜,남,23세,경상,승합,남,51세,경상,2019,1,24,16,대구광역시,북구,태전동,단일로,지하차도(도로)내,306.0,13.0,0.0,14.0,1.0
749,ACCIDENT_00749,목요일,맑음,건조,차대사람,횡단중,안전운전불이행,승용,남,47세,상해없음,보행자,남,11세,경상,2019,1,24,17,대구광역시,달서구,이곡동,단일로,기타,404.0,,0.0,1.0,1.0
750,ACCIDENT_00750,목요일,맑음,건조,차대차,기타,안전운전불이행,화물,남,66세,상해없음,승합,남,62세,경상,2019,1,24,17,대구광역시,북구,태전동,단일로,기타,306.0,13.0,0.0,14.0,1.0
751,ACCIDENT_00751,목요일,맑음,건조,차대사람,기타,안전운전불이행,이륜,남,17세,상해없음,보행자,여,47세,중상,2019,1,24,18,대구광역시,동구,신암동,단일로,기타,2057.0,,0.0,1.0,0.0
752,ACCIDENT_00752,목요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,59세,상해없음,승용,여,44세,경상,2019,1,24,18,대구광역시,수성구,중동,단일로,기타,730.0,4.0,0.0,1.0,0.0
753,ACCIDENT_00753,목요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,56세,경상,승용,남,41세,경상,2019,1,24,18,대구광역시,북구,동천동,단일로,기타,70.0,7.0,0.0,0.0,7.0
754,ACCIDENT_00754,목요일,맑음,건조,차대차,추돌,안전거리미확보,승용,남,39세,경상,승용,남,46세,경상,2019,1,24,18,대구광역시,북구,구암동,교차로,교차로안,273.0,10.0,0.0,0.0,7.0
755,ACCIDENT_00755,목요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,70세,상해없음,원동기,남,19세,경상,2019,1,24,19,대구광역시,달서구,용산동,교차로,교차로부근,480.0,,0.0,2.0,2.0
756,ACCIDENT_00756,목요일,흐림,건조,차대차,측면충돌,안전운전불이행,승용,남,22세,상해없음,승용,남,48세,경상,2019,1,24,19,대구광역시,달서구,호산동,교차로,교차로안,213.0,,0.0,0.0,1.0
757,ACCIDENT_00757,목요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,41세,경상,승용,남,43세,경상,2019,1,24,19,대구광역시,달서구,신당동,단일로,기타,528.0,,0.0,3.0,3.0
758,ACCIDENT_00758,목요일,맑음,건조,차대차,기타,안전운전불이행,화물,남,53세,상해없음,승용,남,29세,경상,2019,1,24,19,대구광역시,북구,동천동,교차로,교차로부근,70.0,7.0,0.0,0.0,7.0
759,ACCIDENT_00759,목요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,49세,경상,승용,남,67세,경상,2019,1,24,20,대구광역시,수성구,범어동,단일로,기타,,,,,
760,ACCIDENT_00760,목요일,맑음,건조,차대차,측면충돌,불법유턴,자전거,남,56세,상해없음,이륜,남,62세,경상,2019,1,24,20,대구광역시,서구,비산동,교차로,교차로부근,,,,,
761,ACCIDENT_00761,목요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,여,30세,상해없음,승용,남,56세,부상신고,2019,1,24,21,대구광역시,수성구,두산동,교차로,교차로안,473.0,5.0,,,
762,ACCIDENT_00762,목요일,맑음,건조,차대사람,횡단중,안전운전불이행,승용,남,65세,상해없음,보행자,여,17세,경상,2019,1,24,22,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
763,ACCIDENT_00763,목요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,이륜,남,53세,중상,승용,남,24세,상해없음,2019,1,24,22,대구광역시,달서구,송현동,교차로,교차로안,1365.0,,0.0,7.0,7.0
764,ACCIDENT_00764,목요일,맑음,건조,차대차,후진중충돌,안전운전불이행,승용,남,51세,상해없음,화물,남,57세,상해없음,2019,1,24,22,대구광역시,서구,평리동,단일로,기타,,,,,
765,ACCIDENT_00765,목요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,46세,기타불명,화물,남,52세,중상,2019,1,24,22,대구광역시,달서구,호산동,기타,기타,213.0,,0.0,0.0,1.0
766,ACCIDENT_00766,목요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,32세,상해없음,이륜,남,16세,중상,2019,1,24,23,대구광역시,달서구,진천동,교차로,교차로안,627.0,,0.0,1.0,3.0
767,ACCIDENT_00767,금요일,맑음,건조,차대사람,횡단중,안전운전불이행,승합,남,29세,상해없음,보행자,여,54세,경상,2019,1,25,0,대구광역시,서구,비산동,단일로,기타,,,,,
768,ACCIDENT_00768,금요일,맑음,건조,차대사람,횡단중,신호위반,승용,여,57세,상해없음,보행자,여,60세,중상,2019,1,25,1,대구광역시,북구,산격동,교차로,교차로횡단보도내,968.0,8.0,0.0,29.0,13.0
769,ACCIDENT_00769,금요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,51세,상해없음,승합,남,47세,경상,2019,1,25,1,대구광역시,북구,태전동,교차로,교차로부근,306.0,13.0,0.0,14.0,1.0
770,ACCIDENT_00770,금요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,46세,경상,화물,남,65세,상해없음,2019,1,25,2,대구광역시,달성군,구지면,단일로,기타,579.0,3.0,0.0,0.0,4.0
771,ACCIDENT_00771,금요일,맑음,건조,차대차,측면충돌,신호위반,승용,남,46세,상해없음,승용,여,58세,경상,2019,1,25,5,대구광역시,달서구,상인동,교차로,교차로안,843.0,,0.0,0.0,5.0
772,ACCIDENT_00772,금요일,맑음,건조,차대차,기타,직진우회전진행방해,승용,남,31세,상해없음,승용,여,22세,경상,2019,1,25,10,대구광역시,달성군,옥포읍,교차로,교차로안,,,,,
773,ACCIDENT_00773,금요일,맑음,건조,차대차,추돌,안전거리미확보,승용,여,35세,상해없음,승용,여,55세,경상,2019,1,25,10,대구광역시,서구,이현동,단일로,기타,,,,,
774,ACCIDENT_00774,금요일,맑음,건조,차대사람,차도통행중,안전운전불이행,자전거,남,46세,상해없음,보행자,여,65세,경상,2019,1,25,11,대구광역시,동구,효목동,기타,기타,1164.0,,,,
775,ACCIDENT_00775,금요일,맑음,건조,차대차,기타,안전운전불이행,승용,남,66세,상해없음,승용,남,20세,경상,2019,1,25,11,대구광역시,동구,방촌동,교차로,교차로안,917.0,,0.0,0.0,2.0
776,ACCIDENT_00776,금요일,맑음,건조,차대차,추돌,안전운전불이행,승용,여,52세,상해없음,승용,남,64세,경상,2019,1,25,11,대구광역시,달서구,두류동,교차로,교차로부근,1290.0,,0.0,3.0,3.0
777,ACCIDENT_00777,금요일,맑음,건조,차대사람,차도통행중,안전운전불이행,화물,남,53세,상해없음,보행자,여,47세,중상,2019,1,25,13,대구광역시,수성구,수성동3가,교차로,교차로안,,,,,
778,ACCIDENT_00778,금요일,맑음,건조,차대사람,기타,기타,승용,남,32세,상해없음,보행자,여,54세,경상,2019,1,25,13,대구광역시,서구,비산동,교차로,교차로부근,,,,,
779,ACCIDENT_00779,금요일,맑음,건조,차대차,기타,기타,승용,여,64세,기타불명,승용,남,75세,경상,2019,1,25,14,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
780,ACCIDENT_00780,금요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,39세,기타불명,화물,남,59세,경상,2019,1,25,14,대구광역시,수성구,황금동,단일로,기타,,,,,
781,ACCIDENT_00781,금요일,맑음,건조,차대차,측면충돌,안전운전불이행,화물,남,63세,상해없음,승합,남,54세,경상,2019,1,25,16,대구광역시,동구,용계동,단일로,기타,352.0,,,,
